h1      1.9556103109e-04   1.9556103109e-04   
h2      5.8932817330e-11   2.9466408665e-11   
he3     2.5906591145e-07   8.6355303817e-08   
he4     1.6232529091e-03   4.0581322727e-04   
li6     1.0877505061e-14   1.8129175101e-15   
li7     6.9254887388e-12   9.8935553411e-13   
be9     5.1856257290e-14   5.7618063656e-15   
b10     5.9541152333e-14   5.9541152333e-15   
b11     3.4637264194e-12   3.1488421994e-13   
c12     1.5703293088e-07   1.3086077573e-08   
c13     3.2678154183e-10   2.5137041679e-11   
n14     3.0861070173e-09   2.2043621552e-10   
n15     4.6347543259e-08   3.0898362173e-09   
o16     1.0832027061e-07   6.7700169129e-09   
o17     3.2966463185e-09   1.9392037167e-10   
o18     1.4140367079e-06   7.8557594884e-08   
f19     9.7332156545e-07   5.1227450813e-08   
ne20    3.8676835217e-07   1.9338417608e-08   
ne21    1.6399237092e-07   7.8091605199e-09   
ne22    2.3606546132e-05   1.0730248242e-06   
na23    4.5102848252e-08   1.9609934023e-09   
mg24    9.2103249516e-08   3.8376353965e-09   
mg25    2.4862484139e-07   9.9449936557e-09   
mg26    1.6154995090e-07   6.2134596502e-09   
al27    3.9902269223e-08   1.4778618231e-09   
si28    4.4524818249e-07   1.5901720803e-08   
si29    1.7158704096e-07   5.9167945159e-09   
si30    6.3834231357e-07   2.1278077119e-08   
p31     1.7785485100e-07   5.7372532579e-09   
s32     1.4968872084e-06   4.6777725262e-08   
s33     2.8949088162e-07   8.7724509582e-09   
s34     1.5075173084e-06   4.4338744366e-08   
s36     1.2388733069e-07   3.4413147415e-09   
cl35    5.4585296306e-07   1.5595798944e-08   
cl37    1.8726679105e-07   5.0612646229e-09   
ar36    1.8873151106e-06   5.2425419738e-08   
ar38    3.5341023198e-07   9.3002692626e-09   
ar40    4.3893942246e-07   1.0973485561e-08   
k39     3.8562367216e-07   9.8877864656e-09   
k40     9.0193869505e-11   2.2548467376e-12   
k41     1.8780296105e-06   4.5805600256e-08   
ca40    1.7950896100e-05   4.4877240251e-07   
ca42    2.0809227116e-06   4.9545778849e-08   
ca43    9.6833877542e-07   2.2519506405e-08   
ca44    3.7358656209e-06   8.4906036839e-08   
ca46    4.2902685240e-06   9.3266707044e-08   
ca48    1.1541567065e-02   2.4044931385e-04   
sc45    7.3403175411e-07   1.6311816758e-08   
ti46    3.7597255210e-07   8.1733163501e-09   
ti47    6.0142942337e-06   1.2796370710e-07   
ti48    3.6726108206e-06   7.6512725428e-08   
ti49    7.8134121437e-04   1.5945739069e-05   
ti50    1.1380689064e-02   2.2761378127e-04   
v50     5.4332002304e-09   1.0866400461e-10   
v51     3.3470740187e-03   6.5628902328e-05   
cr50    1.8603662104e-05   3.7207324208e-07   
cr52    8.0035909448e-03   1.5391521048e-04   
cr53    6.1172064342e-03   1.1541898933e-04   
cr54    7.4755279418e-03   1.3843570263e-04   
mn55    1.0842945061e-03   1.9714445565e-05   
fe54    7.6549755429e-03   1.4175880635e-04   
fe56    5.3632869300e-02   9.5772980893e-04   
fe57    1.9079990107e-03   3.3473666854e-05   
fe58    4.9762150279e-03   8.5796810825e-05   
co59    3.1887636179e-03   5.4046840981e-05   
ni58    5.6783914318e-03   9.7903300548e-05   
ni60    8.9854556503e-03   1.4975759417e-04   
ni61    3.0108226169e-04   4.9357747817e-06   
ni62    4.2304267237e-03   6.8232689092e-05   
ni64    1.2457371070e-02   1.9464642296e-04   
cu63    6.6305306371e-04   1.0524651805e-05   
cu65    1.7154560096e-03   2.6391630917e-05   
zn64    3.6080711202e-05   5.6376111253e-07   
zn66    3.4652622194e-02   5.2503973021e-04   
zn67    1.1209706063e-03   1.6730904571e-05   
zn68    1.5418535086e-02   2.2674316303e-04   
zn70    4.6890911262e-03   6.6987016089e-05   
ga69    1.6579549093e-03   2.4028332019e-05   
ga71    2.8808955161e-03   4.0575993185e-05   
ge70    2.8563916160e-07   4.0805594514e-09   
ge72    6.1083555342e-03   8.4838271308e-05   
ge73    3.3855406190e-03   4.6377268753e-05   
ge74    5.5324045310e-03   7.4762223391e-05   
ge76    1.1730636066e-02   1.5435047455e-04   
as75    6.7166196376e-03   8.9554928501e-05   
se74    7.5189090421e-08   1.0160687895e-09   
se76    2.9429119165e-07   3.8722525217e-09   
se77    1.0470617059e-02   1.3598203972e-04   
se78    1.2788356072e-01   1.6395328297e-03   
se80    4.8505187272e-02   6.0631484089e-04   
se82    2.0970807117e-02   2.5574155021e-04   
br79    2.8540231160e-02   3.6126874886e-04   
br81    3.9605474222e-02   4.8895647187e-04   
kr78    5.3247370298e-10   6.8265859357e-12   
kr80    1.9453169109e-09   2.4316461386e-11   
kr82    9.7102395544e-08   1.1841755554e-09   
kr83    9.1832870514e-03   1.1064201267e-04   
kr84    2.5365113142e-02   3.0196563264e-04   
kr86    4.9979138280e-03   5.8115277070e-05   
rb85    5.9578056334e-03   7.0091830981e-05   
rb87    7.7390293433e-03   8.8954360268e-05   
sr84    1.5927654089e-10   1.8961492963e-12   
sr86    6.5305600366e-10   7.5936744611e-12   
sr87    2.7406866153e-09   3.1502145004e-11   
sr88    4.3736049245e-03   4.9700055960e-05   
y89     3.6267056203e-03   4.0749501352e-05   
zr90    4.6822192262e-03   5.2024658069e-05   
zr91    5.4539313305e-03   5.9933311325e-05   
zr92    4.7226668264e-03   5.1333335070e-05   
zr94    3.1872051178e-03   3.3906437424e-05   
zr96    1.4578217082e-05   1.5185642793e-07   
nb93    1.9654601110e-03   2.1133979688e-05   
mo92    2.6683501149e-10   2.9003805597e-12   
mo94    8.8364364495e-10   9.4004643079e-12   
mo95    5.7545181322e-03   6.0573875076e-05   
mo96    3.1668498177e-03   3.2988018935e-05   
mo97    2.6645405149e-03   2.7469489844e-05   
mo98    3.5430184198e-03   3.6153249182e-05   
mo100   1.9996959112e-03   1.9996959112e-05   
ru96    2.8919047162e-11   3.0124007460e-13   
ru98    1.7291005097e-10   1.7643882752e-12   
ru99    3.0453412170e-03   3.0761022394e-05   
ru100   6.8063081381e-10   6.8063081381e-12   
ru101   2.1828967122e-03   2.1612838735e-05   
ru102   2.1015605118e-03   2.0603534429e-05   
ru104   4.9193037275e-03   4.7300997380e-05   
rh103   4.1452774232e-03   4.0245411876e-05   
pd102   1.1763246066e-11   1.1532594182e-13   
pd104   1.1901709067e-11   1.1443951026e-13   
pd105   7.8646024440e-03   7.4900975657e-05   
pd106   5.3830572301e-03   5.0783558775e-05   
pd108   8.2789160463e-03   7.6656630059e-05   
pd110   7.7468885434e-03   7.0426259485e-05   
ag107   7.4193522415e-03   6.9339740575e-05   
ag109   8.8088307493e-03   8.0814961003e-05   
cd106   3.5520791199e-13   3.3510180376e-15   
cd108   4.1225668231e-13   3.8171915029e-15   
cd110   2.0129913113e-10   1.8299921012e-12   
cd111   8.5558488479e-03   7.7079719350e-05   
cd112   3.3407500187e-03   2.9828125167e-05   
cd113   1.5238579085e-03   1.3485468217e-05   
cd114   6.8627559384e-04   6.0199613495e-06   
cd116   3.5923683201e-04   3.0968692415e-06   
in113   7.1004129397e-14   6.2835512741e-16   
in115   3.8316623214e-04   3.3318802795e-06   
sn112   1.5971812089e-13   1.4260546508e-15   
sn114   2.1748017122e-13   1.9077208002e-15   
sn115   3.4448957193e-14   2.9955614950e-16   
sn116   3.0116912169e-13   2.5962855318e-15   
sn117   3.5052952196e-04   2.9959788202e-06   
sn118   4.1174538230e-04   3.4893676467e-06   
sn119   4.3130907241e-04   3.6244459867e-06   
sn120   3.8953253218e-04   3.2461044348e-06   
sn122   1.0382022058e-03   8.5098541460e-06   
sn124   3.2158954180e-03   2.5934640468e-05   
sb121   1.1467892064e-03   9.4775967473e-06   
sb123   1.9280729108e-03   1.5675389519e-05   
te120   1.1222594063e-15   9.3521617190e-18   
te122   3.5028585196e-15   2.8711955079e-17   
te123   5.9151946331e-16   4.8091013277e-18   
te124   3.6038605202e-15   2.9063391292e-17   
te125   1.5654291088e-02   1.2523432870e-04   
te126   3.1628185177e-02   2.5101734268e-04   
te128   4.3664409244e-02   3.4112819722e-04   
te130   2.4081629135e-02   1.8524330104e-04   
i127    4.8859455274e-02   3.8472012026e-04   
xe124   3.0469044171e-15   2.4571809815e-17   
xe126   1.0502018059e-15   8.3349349673e-18   
xe128   5.9337172332e-16   4.6357165885e-18   
xe129   5.2117792292e-02   4.0401389373e-04   
xe130   3.3991515190e-14   2.6147319377e-16   
xe131   5.7451994322e-03   4.3856484215e-05   
xe132   1.1393249064e-02   8.6312492907e-05   
xe134   5.1274279287e-03   3.8264387528e-05   
xe136   8.9016540498e-04   6.5453338602e-06   
cs133   1.0569953059e-02   7.9473331272e-05   
ba130   3.3442400187e-15   2.5724923221e-17   
ba132   2.1181999119e-16   1.6046969029e-18   
ba134   9.6635012541e-17   7.2115681001e-19   
ba135   3.5329570198e-03   2.6170051998e-05   
ba136   1.1052478062e-15   8.1268221043e-18   
ba137   6.7117823376e-04   4.8991111953e-06   
ba138   5.6324797315e-04   4.0815070518e-06   
la138   1.7450192098e-18   1.2645066737e-20   
la139   3.7678975211e-04   2.7107176411e-06   
ce136   2.7542104154e-15   2.0251547172e-17   
ce138   1.9439336109e-16   1.4086475441e-18   
ce140   3.0434292170e-04   2.1738780122e-06   
ce142   2.4117852135e-05   1.6984402912e-07   
pr141   6.1104292342e-05   4.3336377548e-07   
nd142   1.8471510103e-15   1.3008105707e-17   
nd143   3.7440795210e-05   2.6182374272e-07   
nd144   4.8007211269e-05   3.3338341159e-07   
nd145   3.0521016171e-05   2.1048976670e-07   
nd146   6.0069916336e-05   4.1143778313e-07   
nd148   8.7724864491e-05   5.9273557089e-07   
nd150   9.6729826542e-05   6.4486551028e-07   
sm144   3.5420923198e-15   2.4597863332e-17   
sm147   1.0108959057e-04   6.8768428956e-07   
sm148   4.2840299240e-18   2.8946148135e-20   
sm149   6.5022718364e-05   4.3639408298e-07   
sm150   9.2702460519e-13   6.1801640346e-15   
sm152   8.4503087473e-05   5.5594136495e-07   
sm154   1.4886415083e-04   9.6665033009e-07   
eu151   7.3178749410e-05   4.8462747953e-07   
eu153   1.1242129063e-04   7.3477967732e-07   
gd152   2.5600394143e-15   1.6842364568e-17   
gd154   2.7025287151e-17   1.7548887761e-19   
gd155   1.1958823067e-04   7.7153697206e-07   
gd156   1.6479192092e-04   1.0563584675e-06   
gd157   1.7186370096e-04   1.0946732545e-06   
gd158   2.8689400161e-04   1.8157848203e-06   
gd160   4.1257902231e-04   2.5786188894e-06   
tb159   2.7936938156e-04   1.7570401356e-06   
dy156   4.7804271268e-15   3.0643763633e-17   
dy158   1.0663176060e-16   6.7488456074e-19   
dy160   2.1551455121e-15   1.3469659450e-17   
dy161   3.9505027221e-04   2.4537283988e-06   
dy162   5.7827783324e-04   3.5696162546e-06   
dy163   4.4547494249e-04   2.7329751073e-06   
dy164   5.1727089290e-04   3.1540908103e-06   
ho165   4.0952115229e-04   2.4819463775e-06   
er162   8.0438998450e-15   4.9653702747e-17   
er164   3.5151796197e-16   2.1434022071e-18   
er166   2.9973189168e-04   1.8056138053e-06   
er167   3.3009060185e-04   1.9765904302e-06   
er168   3.9797359223e-04   2.3688904299e-06   
er170   2.6113158146e-04   1.5360681262e-06   
tm169   1.8792993105e-04   1.1120114263e-06   
yb168   1.0215611057e-14   6.0807208674e-17   
yb170   6.7184666376e-15   3.9520391986e-17   
yb171   2.0904170117e-04   1.2224660887e-06   
yb172   2.2404734125e-04   1.3026008212e-06   
yb173   1.9867724111e-04   1.1484233590e-06   
yb174   2.6196669147e-04   1.5055556981e-06   
yb176   1.9026282107e-04   1.0810387561e-06   
lu175   1.5498690087e-04   8.8563943353e-07   
lu176   1.4394211081e-13   8.1785290231e-16   
hf174   1.3078778073e-14   7.5165391225e-17   
hf176   1.0053180056e-14   5.7120341229e-17   
hf177   1.7385181097e-04   9.8221362132e-07   
hf178   2.2058007123e-04   1.2392138833e-06   
hf179   1.4541088081e-04   8.1235128946e-07   
hf180   1.5294946086e-04   8.4971922698e-07   
ta180   2.8770737161e-17   1.5983742867e-19   
ta181   1.1849482066e-04   6.5466751748e-07   
w180    4.6819302262e-14   2.6010723479e-16   
w182    1.2780695072e-04   7.0223599294e-07   
w183    5.8382327327e-05   3.1902911108e-07   
w184    7.8555950440e-05   4.2693451326e-07   
w186    7.2087435404e-05   3.8756685701e-07   
re185   2.9930323168e-05   1.6178553064e-07   
re187   4.1998982235e-05   2.2459348789e-07   
os184   4.6885727262e-14   2.5481373512e-16   
os186   2.2794699128e-15   1.2255214585e-17   
