h1      1.7811999664e-03   1.7811999664e-03   
h2      2.0546145213e-08   1.0273072607e-08   
he3     1.6869515021e-06   5.6231716738e-07   
he4     7.4946430807e-02   1.8736607702e-02   
li6     5.7005219538e-14   9.5008699231e-15   
li7     3.1655542929e-14   4.5222204184e-15   
be9     3.3013464881e-17   3.6681627646e-18   
b10     8.7940797808e-15   8.7940797808e-16   
b11     2.3428704091e-10   2.1298821901e-11   
c12     1.5948532310e-05   1.3290443591e-06   
c13     8.5011834763e-09   6.5393719049e-10   
n14     2.0950281508e-07   1.4964486791e-08   
n15     5.3721724653e-07   3.5814483102e-08   
o16     3.3154277527e-06   2.0721423455e-07   
o17     3.7264746681e-06   2.1920439224e-07   
o18     1.6099645881e-05   8.9442477116e-07   
f19     9.3009252997e-06   4.8952238420e-07   
ne20    4.0235613490e-06   2.0117806745e-07   
ne21    1.4641414920e-06   6.9721023427e-08   
ne22    3.3130175363e-05   1.5059170619e-06   
na23    4.8853187419e-07   2.1240516269e-08   
mg24    3.4992842646e-07   1.4580351102e-08   
mg25    7.1873554837e-07   2.8749421935e-08   
mg26    8.3723119026e-06   3.2201199625e-07   
al27    7.2456207164e-07   2.6835632283e-08   
si28    5.3295286356e-06   1.9034030841e-07   
si29    2.8940799122e-06   9.9795859042e-08   
si30    3.1112994203e-05   1.0370998068e-06   
p31     4.0376226118e-06   1.3024589070e-07   
s32     1.3695629980e-05   4.2798843689e-07   
s33     1.3401203538e-06   4.0609707692e-08   
s34     7.4284171331e-05   2.1848285685e-06   
s36     1.2199095579e-07   3.3886376609e-09   
cl35    1.8840091995e-05   5.3828834273e-07   
cl37    4.5285066972e-06   1.2239207290e-07   
ar36    2.7623880852e-05   7.6733002367e-07   
ar38    1.5096455786e-05   3.9727515227e-07   
ar40    3.9697065123e-07   9.9242662809e-09   
k39     1.8729882098e-05   4.8025338712e-07   
k40     3.0766363073e-09   7.6915907682e-11   
k41     1.7831201389e-06   4.3490735095e-08   
ca40    5.4420787435e-04   1.3605196859e-05   
ca42    4.3938146007e-06   1.0461463335e-07   
ca43    5.3479902936e-06   1.2437186729e-07   
ca44    1.8619772209e-04   4.2317664111e-06   
ca46    6.8614262126e-07   1.4916143940e-08   
ca48    1.1941472443e-02   2.4878067589e-04   
sc45    7.2497110838e-06   1.6110469075e-07   
ti46    1.4436896552e-05   3.1384557722e-07   
ti47    1.7810899566e-05   3.7895530990e-07   
ti48    3.3838538980e-04   7.0496956207e-06   
ti49    7.0753354234e-04   1.4439460048e-05   
ti50    2.0972183475e-03   4.1944366950e-05   
v50     4.1021784094e-10   8.2043568188e-12   
v51     1.0819771705e-03   2.1215238637e-05   
cr50    1.1033890934e-04   2.2067781869e-06   
cr52    4.8551560330e-03   9.3368385250e-05   
cr53    2.9148417768e-03   5.4997014657e-05   
cr54    2.9374138040e-03   5.4396551925e-05   
mn55    4.3859338930e-04   7.9744252600e-06   
fe54    2.1768755014e-03   4.0312509284e-05   
fe56    4.0539440776e-01   7.2391858528e-03   
fe57    9.9674951632e-03   1.7486833620e-04   
fe58    3.5258566510e-03   6.0790631913e-05   
co59    5.1737746476e-03   8.7691095722e-05   
ni58    2.8856391542e-02   4.9752399210e-04   
ni60    2.5447885430e-02   4.2413142383e-04   
ni61    8.9959679120e-04   1.4747488380e-05   
ni62    1.0863475630e-02   1.7521734886e-04   
ni64    6.7344848122e-03   1.0522632519e-04   
cu63    8.1893454707e-04   1.2998961065e-05   
cu65    1.4431396058e-03   2.2202147782e-05   
zn64    6.3726123131e-03   9.9572067392e-05   
zn66    1.6516883352e-02   2.5025580837e-04   
zn67    1.1067993997e-03   1.6519394025e-05   
zn68    1.2751245167e-02   1.8751831128e-04   
zn70    2.4519902089e-03   3.5028431556e-05   
ga69    1.2005878227e-03   1.7399823517e-05   
ga71    2.3291491768e-03   3.2804917983e-05   
ge70    1.0851374543e-04   1.5501963633e-06   
ge72    6.8880286017e-03   9.5667063913e-05   
ge73    5.4899530430e-03   7.5204836206e-05   
ge74    6.7975404751e-03   9.1858655069e-05   
ge76    1.2262801301e-02   1.6135264869e-04   
as75    6.3028360466e-03   8.4037813955e-05   
se74    9.5344862754e-06   1.2884440913e-07   
se76    8.3616509451e-06   1.1002172296e-07   
se77    5.0109300228e-03   6.5077013283e-05   
se78    8.2269288460e-02   1.0547344674e-03   
se80    5.0583542819e-02   6.3229428524e-04   
se82    5.4317178130e-03   6.6240461134e-05   
br79    1.4441196938e-02   1.8279996125e-04   
br81    3.5546092332e-02   4.3884064607e-04   
kr78    1.5206565675e-06   1.9495597019e-08   
kr80    2.4520702161e-06   3.0650877701e-08   
kr82    8.7688075112e-07   1.0693667697e-08   
kr83    3.5136055507e-03   4.2332596997e-05   
kr84    1.2275102405e-02   1.4613217149e-04   
kr86    6.0114398768e-03   6.9900463684e-05   
rb85    7.2309694006e-03   8.5070228243e-05   
rb87    7.4896126289e-03   8.6087501482e-05   
sr84    1.8389051488e-07   2.1891727962e-09   
sr86    2.8671474935e-07   3.3338924343e-09   
sr87    5.8890888887e-08   6.7690676882e-10   
sr88    3.3213682862e-03   3.7742821434e-05   
y89     2.2241997515e-03   2.4991008443e-05   
zr90    3.7086130640e-03   4.1206811822e-05   
zr91    5.2752137577e-03   5.7969381952e-05   
zr92    4.4290077614e-03   4.8141388711e-05   
zr94    2.7208643560e-03   2.8945365490e-05   
zr96    2.9669464562e-03   3.0905692252e-05   
nb93    1.3432506350e-03   1.4443555215e-05   
mo92    6.9519543428e-07   7.5564721117e-09   
mo94    2.7185541486e-09   2.8920788814e-11   
mo95    5.4971936933e-03   5.7865196771e-05   
mo96    1.7859003886e-05   1.8603129048e-07   
mo97    2.0421634031e-03   2.1053230960e-05   
mo98    4.6736997367e-03   4.7690813640e-05   
mo100   1.7494171121e-03   1.7494171121e-05   
ru96    3.8212031755e-11   3.9804199745e-13   
ru98    5.6856706201e-13   5.8017047143e-15   
ru99    3.3458904885e-03   3.3796873622e-05   
ru100   5.8547358035e-15   5.8547358035e-17   
ru101   1.3408104158e-03   1.3275350652e-05   
ru102   9.6426459891e-04   9.4535744991e-06   
ru104   1.8098625406e-03   1.7402524429e-05   
rh103   1.3959853710e-03   1.3553256029e-05   
pd102   6.6250449836e-15   6.4951421408e-17   
pd104   4.1065788046e-16   3.9486334660e-18   
pd105   2.7309552623e-03   2.6009097736e-05   
pd106   1.9966293138e-03   1.8836125602e-05   
pd108   3.4342684256e-03   3.1798781718e-05   
pd110   2.9295630989e-03   2.6632391808e-05   
ag107   2.6032337918e-03   2.4329287774e-05   
ag109   2.4841931010e-03   2.2790762395e-05   
cd106   1.2045981828e-15   1.1364133800e-17   
cd108   1.2484921249e-15   1.1560112267e-17   
cd110   8.2863841856e-16   7.5330765323e-18   
cd111   4.2536820157e-03   3.8321459601e-05   
cd112   1.6635994049e-03   1.4853566115e-05   
cd113   4.8943195502e-04   4.3312562391e-06   
cd114   1.8958502630e-04   1.6630265465e-06   
cd116   8.0972371986e-05   6.9803768954e-07   
in113   1.4503002489e-16   1.2834515477e-18   
in115   8.2760132542e-05   7.1965332645e-07   
sn112   7.7424853390e-15   6.9129333384e-17   
sn114   9.0046486916e-15   7.8988146418e-17   
sn115   1.4280482505e-16   1.2417810874e-18   
sn116   5.8987097527e-15   5.0850946144e-17   
sn117   5.9497443361e-05   5.0852515693e-07   
sn118   6.4884527165e-05   5.4986887428e-07   
sn119   6.2877646931e-05   5.2838358765e-07   
sn120   5.8764477534e-05   4.8970397945e-07   
sn122   5.6353761032e-05   4.6191607403e-07   
sn124   1.1943572631e-04   9.6319134123e-07   
sb121   8.1415211757e-05   6.7285298973e-07   
sb123   6.3148471253e-05   5.1340220531e-07   
te120   8.6867201390e-16   7.2389334492e-18   
te122   9.0908164302e-17   7.4514888772e-19   
te123   6.7059522498e-17   5.4519936990e-19   
te124   1.3558617676e-16   1.0934369093e-18   
te125   5.3140472452e-04   4.2512377962e-06   
te126   1.6185253569e-03   1.2845439341e-05   
te128   3.6668693151e-03   2.8647416524e-05   
te130   6.0027290945e-04   4.6174839189e-06   
i127    2.5598398947e-03   2.0156219643e-05   
xe124   3.4201571583e-15   2.7581912567e-17   
xe126   2.3291691786e-15   1.8485469671e-17   
xe128   2.9429142979e-16   2.2991517953e-18   
xe129   1.6332466790e-03   1.2660826969e-05   
xe130   4.7608775660e-16   3.6622135123e-18   
xe131   7.8101714177e-05   5.9619629143e-07   
xe132   1.1912569847e-05   9.0246741264e-08   
xe134   7.3093664413e-08   5.4547510756e-10   
xe136   3.7171338292e-06   2.7331866391e-08   
cs133   1.2104787110e-06   9.1013436914e-09   
ba130   8.5016635194e-15   6.5397411688e-17   
ba132   1.2224597870e-15   9.2610589921e-18   
ba134   1.6235958123e-16   1.2116386659e-18   
ba135   1.8098725415e-09   1.3406463270e-11   
ba136   2.0436535369e-15   1.5026864242e-17   
ba137   1.6514883173e-08   1.2054659250e-10   
ba138   1.2136189930e-09   8.7943405289e-12   
la138   1.4696819896e-18   1.0649869489e-20   
la139   1.1161402386e-08   8.0297858891e-11   
ce136   1.4291483493e-14   1.0508443745e-16   
ce138   2.0103105424e-15   1.4567467699e-17   
ce140   1.8972203860e-09   1.3551574186e-11   
ce142   5.8951594339e-09   4.1515207281e-11   
pr141   3.1730249638e-10   2.2503723147e-12   
nd142   7.4914127906e-14   5.2756428103e-16   
nd143   1.8564867278e-09   1.2982424670e-11   
nd144   2.2435314876e-09   1.5580079775e-11   
nd145   3.6093741515e-09   2.4892235528e-11   
