H    5.412345E-08
He   2.574009E-02
Li   1.898375E-10
Be   1.174507E-05
B    2.658365E-08
C    7.513209E-08
N    7.870761E-06
O    5.189171E-07
F    1.286918E-07
Ne   1.010336E-06
Na   4.871813E-07
Mg   3.051936E-06
Al   1.140498E-07
Si   4.073896E-07
P    1.014782E-07
S    6.502078E-07
Cl   4.458161E-07
Ar   5.789822E-07
K    4.004627E-07
Ca   3.003269E-06
Sc   1.143651E-06
Ti   1.806477E-06
V    1.677108E-07
Cr   6.681756E-07
Mn   3.072939E-08
Fe   1.861349E-07
Co   3.869177E-08
Ni   3.378505E-07
Cu   2.575973E-07
Zn   5.740946E-07
Ga   2.566692E-07
Ge   1.816397E-06
As   1.122490E-07
Se   8.112554E-06
Br   1.821095E-06
Kr   2.419438E-06
Rb   9.226173E-07
Sr   3.643296E-07
Y    1.703645E-07
Zr   5.843765E-07
Nb   8.843232E-08
Mo   7.421909E-07
Tc   5.430114E-11
Ru   1.227894E-06
Rh   3.231311E-07
Pd   9.534161E-06
Ag   3.556784E-06
Cd   4.648236E-05
In   1.115682E-05
Sn   2.348408E-04
Sb   7.014255E-05
Te   3.771359E-04
I    6.358967E-05
Xe   7.254577E-04
Cs   1.018797E-04
Ba   3.651063E-04
La   8.849107E-05
Ce   1.628744E-04
Pr   6.189359E-05
Nd   2.501225E-04
Pm   6.421197E-19
Sm   1.275752E-04
Eu   1.219809E-05
Gd   1.206700E-04
Tb   1.087663E-05
Dy   8.811618E-05
Ho   1.527620E-05
Er   1.578589E-04
Tm   1.373780E-05
Yb   1.102855E-04
Lu   1.037442E-05
Hf   4.921341E-05
Ta   8.628166E-06
W    5.927352E-05
Re   9.084494E-06
Os   3.122176E-05
Ir   7.452873E-06
Pt   8.582731E-04
Au   1.283641E-04
Hg   8.170923E-04
Tl   4.828270E-06
Pb   1.310025E-04
Bi   7.069459E-05
Po   9.764729E-12
At   7.612373E-12
Rn   1.126273E-16
Fr   1.974273E-13
Ra   8.559462E-12
Ac   7.997641E-19
Th   2.265801E-05
Pa   5.729363E-17
U    4.022015E-05
