objname,C,N,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Sr,Y,Zr,Nb,Mo,Ru,Rh,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Os,Ir,Pb,Th,eC,eN,eO,eNa,eMg,eAl,eSi,eCa,eSc,eTi,eV,eCr,eMn,eFe,eCo,eNi,eCu,eZn,eSr,eY,eZr,eNb,eMo,eRu,eRh,eBa,eLa,eCe,ePr,eNd,eSm,eEu,eGd,eTb,eDy,eHo,eEr,eTm,eYb,eLu,eHf,eOs,eIr,ePb,eTh
J0804+5740,5.63,5.9,7.15,4.08,5.57,3.7,5.5,4.21,0.92,2.99,1.63,2.89,2.45,5.05,2.4,3.67,1.08,2.33,0.92,-0.03,0.78,0.11,0.03,0.21,-0.33,0.26,-0.73,-0.37,-1,-0.32,-0.71,-1.06,-0.54,-1.29,-0.48,-1.19,-0.71,-1.49,-0.71,-1.45,-0.77,-0.19,-0.14,0.2,-1.28,0.16,0.22,0.14,0.2,0.15,0.2,0.16,0.12,0.1,0.1,0.1,0.17,0.14,0.15,0.19,0.14,0.18,0.11,0.13,0.11,0.1,0.13,0.21,0.19,0.23,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.13,0.14,0.13,0.14,0.26,0.18,0.18,0.15
