starname,solr,sols,solrs,portion_r,portion_s,chisqr_rs,progen_mrsn,chisqr_mrsn,progen_nsm,chisqr_nsm,progen_fsn,chisqr_fsn,progen_mrsn_agb,chisqr_mrsn_agb,progen_nsm_agb,chisqr_nsm_agb,progen_fsn_agb,chisqr_fsn_agb
J0804+5740,"[       -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
  0.92601369  1.66582548  0.39686016  1.60150198  0.88094442  1.50996483
  0.63486853  0.22379227  0.03110707  0.32710393 -0.51250212 -0.20595123
        -inf -0.00374119 -0.6918286  -0.24131386 -0.66712544 -0.11984521
 -0.96034441 -0.02678358 -0.63862615  0.56170265  0.01056221  0.62644317
 -0.51956472 -0.2379385  -1.1143509  -0.77502293 -1.13784998 -0.51988028
        -inf -0.76436857 -1.02715706 -0.52370582 -1.24769304 -0.49738762
 -1.07867883 -0.69276939 -1.47486441 -0.91944999 -1.52435796 -1.0809323
 -1.94892753 -1.09649532 -1.33785501 -0.17248468 -0.11014472  0.05946606
 -0.64126216 -0.70211607 -1.24510095 -0.37739114 -0.98096474        -inf
        -inf        -inf        -inf        -inf        -inf -1.49510197
        -inf -2.0653015 ]","[       -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
  0.86511173  1.41532016  0.04596122  0.90052872 -0.05495809  0.81948491
  0.15938158  0.77184797  0.08287264  0.48401385 -0.73460761 -0.44178858
        -inf -0.73927302 -2.04182434 -0.81689618 -1.73801668 -0.50940945
 -1.64525685 -0.16570221 -1.61558522 -0.5547307  -1.96302422 -0.51803665
 -1.74235369  0.18018691 -1.00569517 -0.50974984 -1.5698102  -0.80932694
        -inf -1.55625054 -2.80800255 -1.72606574 -2.85076957 -1.73915513
 -2.66891915 -1.82335939 -2.80103198 -1.5357286  -2.60850191 -1.38643052
 -2.43657698 -1.4092724  -2.5705657  -1.60530095 -2.55680937 -1.50603131
 -2.34474612 -1.10940908 -1.23735965 -0.17853787 -2.0336881         -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf]","[       -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
  1.19765938  1.85941958  0.55695636  1.68034999  0.92857116  1.59057267
  0.76021642  0.88010945  0.35879066  0.71363709 -0.3084784  -0.00702431
        -inf  0.06955619 -0.67284998 -0.1389776  -0.63171999  0.02869243
 -0.87878841  0.2103181  -0.59508758  0.59370995  0.01515314  0.65651647
 -0.49431202  0.32064278 -0.7556038  -0.32140958 -1.00117314 -0.33989348
        -inf -0.69935693 -1.02002251 -0.49727315 -1.23699394 -0.47318517
 -1.06766282 -0.66175282 -1.45483971 -0.8253467  -1.48997559 -0.90632534
 -1.82659701 -0.92428456 -1.31315677 -0.1567422  -0.10859467  0.07111931
 -0.63275005 -0.55863983 -0.94018306  0.03434872 -0.9441092         -inf
        -inf        -inf        -inf        -inf        -inf -1.49510197
        -inf -2.0653015 ]",0.2432663320916171,0.7567336679083829,31.052221965082857,"[ 1.05213147  1.36926769 -7.24300344 -9.47859225 -7.73286466 -3.12150798
 -3.71928717 -2.30707544 -2.52964817 -1.19769016 -3.94667478 -2.93820586
 -4.06951708 -2.60470798 -3.48044689 -2.22492349 -2.92408232 -2.37762143
 -2.4933297   1.14313334 -3.02664858  1.14783321  0.57794495  1.37166035
  0.05563366  1.84676696  0.4936194   1.47305736  0.32806705  1.68308891
  0.57111068  1.31755231  0.71293858  2.1820541   1.69038307  1.43361556
  0.96237236  0.45720633  0.37097139  1.05608534  0.08583038  1.00926772
        -inf  0.84103674  0.36556547  1.19664159  0.93738803  0.87315288
 -0.71646152  0.44028054  0.16143864  1.71635557  1.34599399  1.5235221
  0.66107051  0.3067827  -0.80606663 -0.86924481 -1.6022983  -0.84914616
        -inf -0.8164511  -1.15300217 -0.37481949 -0.99436923 -0.16322418
 -0.84435852 -0.35338483 -1.19304166 -0.4425707  -1.29189396 -0.64992782
 -1.42313012 -0.97533348 -1.65213738 -0.17045047 -0.13003207  0.67322434
 -0.04611408 -0.96454371 -1.88985727 -1.49139066 -1.9310558         -inf
        -inf        -inf        -inf        -inf        -inf -1.26932503
        -inf -0.88521782]",250.08220380287415,"[ 0.83132141  1.55858962 -8.51576466 -2.39752951 -0.6205305  -2.55351402
 -3.40367304 -2.65610212 -3.88593782 -1.18910373 -1.76155491 -1.20685173
 -2.87537884 -2.32057397 -2.80312209 -2.01942322 -3.72608778 -1.49194485
 -3.58446216 -1.20635094 -3.5186858  -1.29018982 -1.67317049  0.06641993
 -1.09274621  0.0838445  -1.00453719  0.55447834 -0.25377266  0.32980466
 -0.48421157  0.42862712 -0.39767503  1.08683687  0.67425185  0.93086224
  0.53039068  0.56784476  0.14731901  0.76323397 -0.07625773  0.29148209
  0.6404034  -0.06374841  0.55836702 -0.0827685   0.23757416 -0.66103987
  0.07974818 -0.59231264  0.86981124 -0.05903471  1.01932346  0.25640622
 -0.45099132 -1.02315609 -0.50760967 -0.92783369 -0.14335638 -0.46033432
 -0.82218313 -0.26450075 -0.92580843 -0.2786539  -0.86368018 -0.44015437
 -1.22140812 -0.51906153 -1.14528128 -0.76867775 -1.60342555 -1.04392239
 -1.27563186 -0.53322979 -0.74298522  0.06885471 -0.47299339 -0.09685111
 -1.04861419 -0.77711165 -0.87398299 -1.15178002 -0.9506572         -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf]",337.0409858969983,"[-3.48587430e+00  2.19135029e+00 -5.94087776e+00 -1.14940416e+00
 -3.79464516e+00 -3.34343430e+00 -1.32324305e+00 -2.50416179e+00
 -3.10970889e+00 -2.21479394e+00 -2.53156916e+00 -1.73468435e+00
 -3.16216524e+00 -2.60924983e+00 -3.21288701e+00 -2.40620760e+00
 -2.57010402e+00 -2.45659456e+00 -2.61669770e+00 -1.74166554e+00
 -2.16096626e+00 -1.96242733e+00 -2.99469874e+00 -2.39436916e+00
 -3.73170583e+00 -2.94943196e+00 -3.63164117e+00 -2.69053520e+00
 -2.80831846e+00 -2.46027631e+00 -2.80988601e+00 -1.96004899e+00
 -3.16907729e+00 -1.31010217e+00 -1.95892717e+00 -1.83554527e+00
 -2.25423818e+00 -2.65776531e+00 -2.98788067e+00 -2.45256703e+00
 -3.27264875e+00 -2.34874415e+00 -6.48445082e+00 -2.13009889e+00
 -2.70988101e+00 -1.23997729e+00 -1.66820228e+00 -5.51971600e-01
 -1.17171934e+00  1.51513781e-01 -3.73278220e-01  3.57238105e-01
 -4.15873199e-01  6.41352324e-01 -2.11172113e-01  3.43159557e-01
 -2.72360324e-01 -7.40694132e-03 -4.27614096e-01  1.78892991e-01
 -1.44116438e+01 -1.13493512e-01 -1.13296794e+00 -1.37660457e-01
 -1.18276542e+00 -2.74204109e-01 -1.03524443e+00 -2.09906980e-02
 -1.08134258e+00 -1.76741354e-01 -1.20329594e+00 -5.27176312e-01
 -1.28334128e+00 -4.46399051e-01 -1.26095903e+00 -7.24802389e-01
 -1.34693605e+00  7.14365731e-01 -1.10816190e-01  6.93011348e-01
 -1.53546822e+00 -1.01980187e-01 -3.69873590e-01 -7.22959958e+00
 -7.33773971e+00 -1.21676161e+01 -8.92385256e+00 -7.28681330e+00
 -1.43162979e+01 -8.64038006e-01 -1.24611534e+01 -6.14816084e-01]",1313.088859908476,"[10.36946461  6.95944601 -7.85455729 -9.31208763 -7.54015511  8.32953968
  5.7594756   6.3494834   3.64948437  6.56944511  4.54951533  5.08941425
  2.69953978  3.62947339  1.78939917  3.19938072  1.53943495  2.42948616
  1.26929009  2.37710868 -0.15057717  1.1758294   0.1365157   1.29411837
  0.79978771  3.24376245  1.70279688  2.27470255  1.35237253  1.25191738
  0.30204505  1.02459148 -0.13831091  1.36629121  0.84889868  1.08319186
  0.62671916  0.75510157  0.30368292  0.72724496 -0.28504537  0.36375736
        -inf  0.07107397 -0.52543798  0.32701526  0.02834594  0.11228941
 -1.27558038  0.0278152  -0.69159619  1.06995375  0.66101778  1.05198759
  0.34604781  0.63399302 -0.69267677 -0.20826714 -1.25031576 -0.46114544
        -inf -0.86686844 -1.34383491 -0.58390833 -1.22402155 -0.40132834
 -1.09568313 -0.58817523 -1.43980067 -0.61102478 -1.51737303 -0.6618133
 -1.54091629 -0.79142409 -1.63273974 -0.18575182 -0.18357193  0.53426627
 -0.24215653 -0.55687017 -0.9908298   0.25477798 -1.37807657        -inf
        -inf        -inf        -inf        -inf        -inf -1.21960111
        -inf -0.77585381]",54.7885373705606,"[10.31285948  6.90284208 -6.5434525  -0.62355466 -0.99189874  8.27293455
  5.70287046  6.29287827  3.59287915  6.51283997  4.49291025  5.03280918
  2.6429351   3.57286882  1.73279716  3.14277614  1.48282243  2.37287959
  1.2126715   2.31335313 -0.2072137   1.02503107 -0.35197105  1.13613295
  0.73439417  3.18286427  1.64301548  2.21373343  1.29432602  1.13041595
  0.21583197  0.897316   -0.50647171  0.80267224  0.19890141  0.92587116
  0.46200919  0.73663784  0.21474088  0.68132315 -0.32309808  0.08762204
  0.09283446 -0.41454519 -0.03179429 -0.44060047 -0.27168686 -0.49033316
 -0.29585677 -0.13758802  0.4069387  -0.1396491   0.249305   -0.32961906
 -0.55584185  0.36517197 -0.51463014 -0.24929685 -0.46923437 -0.34113828
 -0.9943209  -0.39964876 -1.12209022 -0.4817887  -1.17320619 -0.62542537
 -1.34630577 -0.71601532 -1.48275448 -0.87708118 -1.78273943 -0.83466394
 -1.30676957 -0.47674565 -0.75062389 -0.13993774 -0.82067348 -0.54065477
 -1.05781403 -0.50929397 -1.07587512  0.19651874 -1.5284131         -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf]",95.98561000162492,"[ 12.43985701   8.81983768  -6.55079213  -1.75931852  -4.40455952
   9.69993198   6.34986796   7.8498758    4.6898767    7.0198376
   4.65990781   5.75980668   4.27993204   5.63986546   3.28979018
   5.24977244   3.389819     4.49987684   3.18966775   4.44979554
   1.15977582   3.01983871   1.72983261   3.25988916   2.85981279
   5.30982623   3.01983762   4.04988627   2.32998364   2.50988456
   1.23981321   1.89989259   0.48982332   1.63002663   0.76001456
   1.5598318    0.87990445   1.2998797    0.61993403   0.83986101
  -0.30006015  -0.0495944   -7.09436519  -0.28863619  -1.21673027
  -0.42357371  -1.10030735  -0.12802235  -1.11478716   0.20584632
  -0.71440634   0.25263632  -0.46176378   0.40143545  -0.60831563
   0.45191125  -0.55971224  -0.19425818  -0.85861593  -0.21825589
 -15.02155814  -0.58530756  -1.38747444  -0.57532694  -1.51940566
  -0.65412087  -1.3612654   -0.52723332  -1.53056515  -0.65306858
  -1.60723057  -0.86179045  -1.71910385  -0.8295139   -1.57933644
  -0.64966338  -0.71458621   0.19318712  -0.60829001   0.1309977
  -1.11740154  -0.09121768  -0.86755485  -7.83951394  -7.94765407
 -12.77753046  -9.53376693  -7.89672766 -14.92621223  -1.47395237
 -13.07106779  -1.22473045]",122.5615840193628
CS 30315-029,"[       -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
 -0.20365172  0.53616007 -0.73280524  0.47183658 -0.24872098  0.38029943
 -0.49479687 -0.90587313 -1.09855834 -0.80256147 -1.64216752 -1.33561663
        -inf -1.1334066  -1.82149401 -1.37097926 -1.79679084 -1.24951061
 -2.09000982 -1.15644898 -1.76829155 -0.56796275 -1.11910319 -0.50322223
 -1.64923012 -1.36760391 -2.2440163  -1.90468833 -2.26751538 -1.64954568
        -inf -1.89403397 -2.15682246 -1.65337122 -2.37735845 -1.62705302
 -2.20834423 -1.82243479 -2.60452981 -2.04911539 -2.65402336 -2.2105977
 -3.07859293 -2.22616072 -2.46752041 -1.30215008 -1.23981012 -1.07019934
 -1.77092756 -1.83178147 -2.37476636 -1.50705654 -2.11063015        -inf
        -inf        -inf        -inf        -inf        -inf -2.62476738
        -inf -3.1949669 ]","[        -inf         -inf         -inf         -inf         -inf
         -inf         -inf         -inf         -inf         -inf
         -inf         -inf         -inf         -inf         -inf
         -inf         -inf         -inf         -inf         -inf
         -inf         -inf         -inf         -inf         -inf
         -inf         -inf         -inf         -inf         -inf
 -12.46913661 -11.91892818 -13.28828712 -12.43371962 -13.38920643
 -12.51476343 -13.17486676 -12.56240038 -13.2513757  -12.85023449
 -14.06885595 -13.77603692         -inf -14.07352137 -15.37607268
 -14.15114452 -15.07226503 -13.84365779 -14.97950519 -13.49995056
 -14.94983356 -13.88897905 -15.29727256 -13.85228499 -15.07660203
 -13.15406143 -14.33994351 -13.84399818 -14.90405854 -14.14357529
         -inf -14.89049888 -16.14225089 -15.06031408 -16.18501792
 -15.07340347 -16.00316749 -15.15760774 -16.13528032 -14.86997695
 -15.94275025 -14.72067886 -15.77082533 -14.74352074 -15.90481404
 -14.93954929 -15.89105772 -14.84027965 -15.67899446 -14.44365742
 -14.57160799 -13.51278621 -15.36793645         -inf         -inf
         -inf         -inf         -inf         -inf         -inf
         -inf         -inf]","[       -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
 -0.20365172  0.53616007 -0.73280524  0.47183658 -0.24872098  0.38029943
 -0.49479687 -0.90587313 -1.09855834 -0.80256147 -1.64216752 -1.33561663
        -inf -1.1334066  -1.82149401 -1.37097926 -1.79679084 -1.24951061
 -2.09000982 -1.15644898 -1.76829155 -0.56796275 -1.11910319 -0.50322223
 -1.64923012 -1.36760391 -2.2440163  -1.90468833 -2.26751538 -1.64954568
        -inf -1.89403397 -2.15682246 -1.65337122 -2.37735845 -1.62705302
 -2.20834423 -1.82243479 -2.60452981 -2.04911539 -2.65402336 -2.2105977
 -3.07859293 -2.22616072 -2.46752041 -1.30215008 -1.23981012 -1.07019934
 -1.77092756 -1.83178147 -2.37476636 -1.50705654 -2.11063015        -inf
        -inf        -inf        -inf        -inf        -inf -2.62476738
        -inf -3.1949669 ]",2.0070399229328509e-13,0.9999999999997993,52.141063408176066,"[-9.79050567e-02  2.19231164e-01 -8.39303997e+00 -1.06286288e+01
 -8.88290119e+00 -4.27154451e+00 -4.86932370e+00 -3.45711197e+00
 -3.67968470e+00 -2.34772669e+00 -5.09671131e+00 -4.08824239e+00
 -5.21955361e+00 -3.75474451e+00 -4.63048342e+00 -3.37496002e+00
 -4.07411885e+00 -3.52765796e+00 -3.64336623e+00 -6.90319216e-03
 -4.17668511e+00 -2.20331707e-03 -5.72091581e-01  2.21623822e-01
 -1.09440287e+00  6.96730428e-01 -6.56417126e-01  3.23020825e-01
 -8.21969477e-01  5.33052382e-01 -5.78925846e-01  1.67515776e-01
 -4.37097949e-01  1.03201757e+00  5.40346543e-01  2.83579028e-01
 -1.87664167e-01 -6.92830205e-01 -7.79065142e-01 -9.39511938e-02
 -1.06420615e+00 -1.40768810e-01            -inf -3.08999792e-01
 -7.84471064e-01  4.66050620e-02 -2.12648505e-01 -2.76883650e-01
 -1.86649805e+00 -7.09755987e-01 -9.88597887e-01  5.66319037e-01
  1.95957459e-01  3.73485567e-01 -4.88966023e-01 -8.43253830e-01
 -1.95610316e+00 -2.01928134e+00 -2.75233483e+00 -1.99918269e+00
            -inf -1.96648763e+00 -2.30303870e+00 -1.52485602e+00
 -2.14440576e+00 -1.31326071e+00 -1.99439505e+00 -1.50342136e+00
 -2.34307819e+00 -1.59260723e+00 -2.44193049e+00 -1.79996435e+00
 -2.57316665e+00 -2.12537001e+00 -2.80217391e+00 -1.32048700e+00
 -1.28006860e+00 -4.76812187e-01 -1.19615061e+00 -2.11458024e+00
 -3.03989380e+00 -2.64142719e+00 -3.08109233e+00            -inf
            -inf            -inf            -inf            -inf
            -inf -2.41936156e+00            -inf -2.03525435e+00]",177.7008204492094,"[-0.40503336  0.56777329 -7.52998127 -1.61008905 -1.97843314 -3.07148908
 -3.60468554 -2.7064365  -5.40603832 -2.74498301 -3.33078653 -2.71958622
 -4.28968592 -3.19766614 -4.23231025 -3.38143044 -5.16593907 -4.77814985
 -5.2417503  -1.56679494 -5.06101598 -2.25974664 -3.26322418 -1.97905217
 -2.69234732 -1.89029975 -2.7375638  -1.48432249 -2.2033383  -1.62085654
 -2.30017824 -1.35113918 -2.31609465 -0.7442568  -0.99779113 -0.73579442
 -1.09939005 -1.04166868 -1.53693531 -0.75850484 -1.639404   -1.08663693
 -0.89369994 -1.64066219 -1.02274048 -1.59382524 -1.26839315 -2.17611996
 -1.2976732  -1.95359934 -0.58422905 -1.34841564 -0.74252564 -2.05507275
 -1.57267693 -2.17257724 -1.79092997 -2.31453884 -1.51597291 -1.67888946
 -1.9808553  -1.44951116 -2.13175633 -1.52058766 -2.18349412 -1.6865827
 -2.38442141 -1.78314593 -2.51797792 -2.09778728 -2.92353594 -2.18988731
 -2.2992803  -1.59263439 -1.74967769 -1.1644428  -1.83507764 -1.6247419
 -2.57206046 -2.13764394 -2.27462687 -2.59120983 -2.41477726        -inf
        -inf        -inf        -inf        -inf        -inf        -inf
        -inf        -inf]",247.76152120692655,"[ -4.94673698   0.73048761  -7.40174045  -2.61026684  -5.25550784
  -4.80429698  -2.78410573  -3.96502447  -4.57057158  -3.67565663
  -3.99243184  -3.19554703  -4.62302793  -4.07011252  -4.6737497
  -3.86707028  -4.03096671  -3.91745724  -4.07756038  -3.20252822
  -3.62182894  -3.42329002  -4.45556142  -3.85523184  -5.19256851
  -4.41029464  -5.09250386  -4.15139789  -4.26918115  -3.92113899
  -4.2707487   -3.42091168  -4.62993997  -2.77096485  -3.41978985
  -3.29640796  -3.71510086  -4.118628    -4.44874335  -3.91342971
  -4.73351144  -3.80960683  -7.94531351  -3.59096158  -4.17074369
  -2.70083997  -3.12906496  -2.01283428  -2.63258203  -1.3093489
  -1.8341409   -1.10362458  -1.87673588  -0.81951036  -1.6720348
  -1.11770313  -1.73322301  -1.46826963  -1.88847678  -1.28196969
 -15.87250646  -1.5743562   -2.59383062  -1.59852314  -2.6436281
  -1.73506679  -2.49610712  -1.48185338  -2.54220526  -1.63760404
  -2.66415863  -1.988039    -2.74420396  -1.90726174  -2.72182171
  -2.18566507  -2.80779873  -0.74649695  -1.57167887  -0.76785134
  -2.99633091  -1.56284287  -1.83073627  -8.69046226  -8.79860239
 -13.62847878 -10.38471525  -8.74767599 -15.77716055  -2.32490069
 -13.92201611  -2.07567877]",447.84189047268785,,,,,,
