H    2.33398514E-03
He   7.43575215E-03
Li   1.82009653E-06
Be   8.74444444E-06
B    3.30390909E-06
C    8.36351026E-06
N    2.99600971E-07
O    7.36657680E-07
F    8.57368421E-08
Ne   1.19835708E-06
Na   1.77826087E-07
Mg   1.25266667E-06
Al   3.45925926E-08
Si   1.42230132E-07
P    3.06387097E-08
S    2.09172790E-07
Cl   1.65305405E-08
Ar   1.24190789E-08
K    6.09589118E-09
Ca   6.66070178E-05
Sc   5.41333333E-09
Ti   1.40926600E-05
V    2.06470588E-06
Cr   5.22473149E-05
Mn   1.17818182E-05
Fe   5.72977508E-05
Co   9.46101695E-06
Ni   1.16660622E-04
Cu   2.11953114E-05
Zn   9.68622084E-05
Ga   1.92156358E-05
Ge   1.36460204E-04
As   1.70533333E-05
Se   6.67828040E-04
Br   4.15116424E-04
Kr   6.80129488E-04
Rb   2.94630551E-04
Sr   3.28704879E-04
Y    1.12348315E-04
Zr   4.72371047E-04
Nb   7.50860215E-05
Mo   1.85752356E-04
Tc   3.25373651E-04
Ru   5.77766990E-05
Rh   2.74220541E-04
Pd   8.13553117E-05
Ag   2.04468807E-04
Cd   2.48869917E-05
In   1.21831768E-04
Sn   2.46803736E-05
Sb   7.64375953E-04
Te   9.69291339E-05
I    7.79876672E-04
Xe   4.67443609E-05
Cs   7.27904886E-05
Ba   2.27769784E-05
La   8.37404427E-05
Ce   3.04397163E-05
Pr   1.96039311E-04
Nd   9.91644846E-05
Pm   4.16731160E-05
Sm   1.53608174E-04
Eu   3.27169811E-05
Gd   1.37714743E-04
Tb   3.61878788E-05
Dy   9.91184050E-05
Ho   1.65502959E-05
Er   6.63995344E-05
Tm   1.40571429E-05
Yb   2.31807701E-05
Lu   2.11104972E-06
Hf   9.82959748E-06
Ta   5.48137299E-06
W    5.04249687E-05
Re   3.30451130E-05
Os   2.46453458E-04
Ir   6.20304569E-05
Pt   1.19797482E-04
Au   4.08162930E-05
Hg   7.51917206E-05
Tl   1.76653936E-07
Pb   1.09312173E-05
Bi   1.84166996E-06
