H    2.20654143E-04
He   3.79717764E-03
Li   8.42041665E-07
Be   3.72333333E-05
B    3.66534545E-05
C    1.55293077E-07
N    1.00450581E-05
O    3.77158043E-06
F    5.35263158E-06
Ne   5.89568052E-05
Na   1.30869565E-05
Mg   3.14700256E-05
Al   7.79259259E-07
Si   2.51909278E-06
P    5.40967742E-06
S    4.92571985E-05
Cl   2.88042471E-06
Ar   3.92246053E-06
K    1.90995622E-06
Ca   7.40742164E-05
Sc   6.75333333E-07
Ti   1.87551533E-05
V    3.37450980E-06
Cr   5.28720435E-05
Mn   1.20036364E-05
Fe   5.01822466E-05
Co   8.86440678E-06
Ni   1.13901096E-04
Cu   2.00343834E-05
Zn   7.72661258E-05
Ga   1.46005103E-05
Ge   1.00431926E-04
As   1.60400000E-05
Se   6.34846627E-04
Br   3.91087670E-04
Kr   7.28525297E-04
Rb   3.08853736E-04
Sr   3.48294350E-04
Y    1.27303371E-04
Zr   5.75830040E-04
Nb   8.01720430E-05
Mo   2.18649754E-04
Tc   3.75329196E-04
Ru   7.13689320E-05
Rh   3.23632650E-04
Pd   9.35323673E-05
Ag   2.26520194E-04
Cd   3.18608932E-05
In   1.40073909E-04
Sn   2.90688705E-05
Sb   5.34649163E-04
Te   8.72440945E-05
I    5.78910404E-04
Xe   3.62105263E-05
Cs   7.22063813E-05
Ba   2.22589928E-05
La   8.16161972E-05
Ce   3.14468085E-05
Pr   1.98304275E-04
Nd   8.99049598E-05
Pm   3.85562048E-05
Sm   1.39439186E-04
Eu   3.13584906E-05
Gd   1.32936720E-04
Tb   3.51818182E-05
Dy   8.91181437E-05
Ho   1.38639053E-05
Er   6.62061211E-05
Tm   1.66457143E-05
Yb   3.28567231E-05
Lu   4.43535912E-06
Hf   1.62047314E-05
Ta   9.49771667E-06
W    7.64197102E-05
Re   4.82594200E-05
Os   3.18216062E-04
Ir   8.82741117E-05
Pt   1.69709786E-04
Au   5.11725920E-05
Hg   8.13610347E-05
Tl   1.99781729E-07
Pb   1.48522461E-05
Bi   3.98459550E-06
