H    6.74115000E-04
He   3.69652804E-03
Li   3.03143261E-13
Be   3.98000000E-07
B    2.38167273E-05
C    2.77906410E-07
N    3.92409587E-08
O    2.19437304E-07
F    1.29263158E-08
Ne   6.43144929E-06
Na   1.72130435E-06
Mg   6.17391795E-06
Al   1.32444444E-07
Si   4.75158621E-07
P    1.56419355E-07
S    9.50581514E-07
Cl   1.86777606E-08
Ar   3.20234211E-06
K    2.58791745E-08
Ca   6.18104121E-06
Sc   3.01111111E-08
Ti   5.09592184E-06
V    2.10980392E-06
Cr   1.15833056E-04
Mn   8.02909091E-06
Fe   1.20574948E-04
Co   9.83728814E-06
Ni   3.56361616E-04
Cu   5.54166056E-05
Zn   2.12430683E-04
Ga   3.25987548E-05
Ge   2.66710246E-04
As   3.97866667E-05
Se   1.21408600E-03
Br   4.69531177E-04
Kr   8.47763713E-04
Rb   3.18133725E-04
Sr   3.86496064E-04
Y    1.39550562E-04
Zr   5.76297256E-04
Nb   8.33978495E-05
Mo   1.94488834E-04
Tc   4.34326151E-04
Ru   8.58349515E-05
Rh   3.59566813E-04
Pd   8.21569065E-05
Ag   1.71785594E-04
Cd   2.16956669E-05
In   1.19443286E-04
Sn   2.54155748E-05
Sb   7.36586619E-04
Te   8.67716535E-05
I    1.03928830E-03
Xe   1.79398496E-04
Cs   3.51901619E-05
Ba   9.42446043E-06
La   3.08889336E-05
Ce   1.17375887E-05
Pr   7.14588785E-05
Nd   3.44411989E-05
Pm   1.49702636E-05
Sm   5.40644549E-05
Eu   1.17924528E-05
Gd   5.23309571E-05
Tb   1.36060606E-05
Dy   3.60793089E-05
Ho   5.97041420E-06
Er   3.00850715E-05
Tm   7.11428571E-06
Yb   1.69330358E-05
Lu   2.47734807E-06
Hf   8.98442340E-06
Ta   4.81842957E-06
W    2.95707333E-05
Re   1.79650056E-05
Os   1.16484273E-04
Ir   3.34517766E-05
Pt   7.95367524E-05
Au   2.21113082E-05
Hg   2.87470330E-05
Tl   6.37840725E-08
Pb   4.74082296E-06
Bi   1.26354095E-06
