H    8.65076143E-04
He   8.09286306E-03
Li   4.49788971E-06
Be   8.71666667E-05
B    1.83209091E-04
C    5.19852923E-06
N    1.50946667E-05
O    2.49844281E-06
F    3.97000000E-07
Ne   3.26975303E-06
Na   2.07521739E-06
Mg   4.06311410E-06
Al   4.56666667E-07
Si   1.91658457E-06
P    4.37419355E-07
S    1.90943290E-05
Cl   2.20969112E-06
Ar   3.22808026E-06
K    5.38113821E-07
Ca   3.93010903E-05
Sc   6.46666667E-08
Ti   1.30825011E-05
V    1.01235294E-06
Cr   1.85311823E-05
Mn   2.55090909E-06
Fe   1.48466576E-05
Co   1.54593220E-06
Ni   4.05858329E-05
Cu   9.92730159E-06
Zn   2.73676205E-05
Ga   6.55141866E-06
Ge   5.75131305E-05
As   6.31466667E-06
Se   2.12654725E-04
Br   1.09969214E-04
Kr   2.94451150E-04
Rb   1.46676190E-04
Sr   1.85392525E-04
Y    6.16067416E-05
Zr   3.65393735E-04
Nb   4.66236559E-05
Mo   1.86373103E-04
Tc   2.91795622E-04
Ru   5.61456311E-05
Rh   2.64583229E-04
Pd   8.49354369E-05
Ag   2.26986492E-04
Cd   2.94347947E-05
In   1.88180867E-04
Sn   4.21867903E-05
Sb   6.46019615E-04
Te   1.22992126E-04
I    4.81488451E-04
Xe   4.44661654E-05
Cs   1.15751678E-04
Ba   3.56474820E-05
La   1.18886318E-04
Ce   4.64255319E-05
Pr   2.58939403E-04
Nd   1.25729116E-04
Pm   5.67831018E-05
Sm   2.09834546E-04
Eu   4.79874214E-05
Gd   1.93641453E-04
Tb   5.18909091E-05
Dy   1.32234332E-04
Ho   2.07573964E-05
Er   9.64439433E-05
Tm   2.51257143E-05
Yb   5.20356537E-05
Lu   7.68508287E-06
Hf   2.93570044E-05
Ta   1.85115528E-05
W    1.30459664E-04
Re   7.90042590E-05
Os   4.36665160E-04
Ir   1.13959391E-04
Pt   2.81672755E-04
Au   6.31400600E-05
Hg   9.28568162E-05
Tl   2.53110941E-07
Pb   2.39598942E-05
Bi   1.01626742E-05
