H    1.000000E+00
He   2.454599E-04
C    1.862409E-03
N    8.128510E-07
O    3.981244E-05
F    2.512000E-07
Ne   4.786087E-06
Na   3.548549E-08
Mg   2.950867E-07
Al   7.587087E-09
Si   1.659619E-07
P    2.883587E-09
S    6.605648E-08
Cl   9.119308E-10
Ar   1.148206E-08
K    5.885868E-10
Ca   1.023148E-08
Sc   8.315107E-12
Ti   3.980894E-10
V    1.995141E-11
Cr   6.607420E-10
Mn   2.630000E-10
Fe   7.412577E-08
Co   5.754142E-10
Ni   4.898118E-09
Cu   2.571141E-10
Zn   1.995383E-10
Ga   1.513375E-11
Ge   5.623683E-11
As   1.778046E-12
Se   2.238965E-11
Br   2.818083E-12
Kr   1.621555E-11
Rb   3.467123E-12
Sr   5.248207E-12
Y    1.259073E-12
Zr   3.019601E-12
Nb   2.398663E-13
Mo   5.012020E-13
Ru   2.754026E-13
Rh   2.691371E-14
Pd   1.819632E-13
Ag   3.162240E-14
Cd   3.162043E-13
In   2.630446E-14
Sn   7.761518E-13
Sb   4.896386E-14
Te   6.458414E-13
I    1.071479E-13
Xe   8.129237E-13
Cs   4.785248E-14
Ba   3.714769E-12
La   2.691013E-13
Ce   1.023322E-12
Pr   8.912383E-14
Nd   5.369771E-13
Sm   1.288320E-13
Eu   1.584744E-14
Gd   1.046898E-13
Tb   1.202419E-14
Dy   1.071583E-13
Ho   1.737829E-14
Er   8.912111E-14
Tm   1.071312E-14
Yb   1.412446E-13
Lu   1.445525E-14
Hf   2.137824E-13
Ta   1.737852E-14
W    2.041789E-13
Re   1.862393E-14
Os   1.949933E-13
Ir   8.316790E-14
Pt   2.291036E-13
Au   4.265635E-14
Hg   4.897429E-13
Tl   2.883929E-13
Pb   3.630939E-10
Bi   1.479163E-11
