H    1.000000E+00
He   3.090157E-04
C    5.371246E-03
N    3.801990E-06
O    6.918609E-05
F    2.754353E-07
Ne   4.570678E-05
Na   3.715787E-07
Mg   1.548637E-06
Al   1.023470E-08
Si   1.737835E-07
P    2.570000E-09
S    6.605648E-08
Cl   1.071425E-09
Ar   1.148206E-08
K    6.604053E-10
Ca   9.998583E-09
Sc   1.513101E-11
Ti   4.570678E-10
V    2.137832E-11
Cr   6.607420E-10
Mn   2.630000E-10
Fe   7.412577E-08
Co   1.230214E-09
Ni   5.888833E-09
Cu   4.787688E-10
Zn   2.754395E-10
Ga   2.290586E-11
Ge   8.710054E-11
As   2.691181E-12
Se   3.631176E-11
Br   4.570396E-12
Kr   3.630210E-11
Rb   1.023220E-11
Sr   2.691603E-11
Y    9.333636E-12
Zr   3.019601E-11
Nb   2.454535E-12
Mo   5.248230E-12
Ru   2.137805E-12
Rh   1.318177E-13
Pd   1.445385E-12
Ag   1.621791E-13
Cd   3.311066E-12
In   2.398995E-13
Sn   1.148013E-11
Sb   5.752752E-13
Te   6.608850E-12
I    5.370115E-13
Xe   9.773492E-12
Cs   4.569877E-13
Ba   9.331077E-11
La   7.078086E-12
Ce   2.951292E-11
Pr   2.454674E-12
Nd   1.513407E-11
Sm   3.548329E-12
Eu   2.570154E-13
Gd   2.511334E-12
Tb   2.399141E-13
Dy   2.570548E-12
Ho   3.467424E-13
Er   2.344124E-12
Tm   2.511400E-13
Yb   4.168424E-12
Lu   3.802119E-13
Hf   6.165551E-12
Ta   4.897933E-13
W    5.888585E-12
Re   4.365876E-13
Os   4.467038E-12
Ir   6.606261E-13
Pt   4.266108E-12
Au   7.762180E-13
Hg   1.445334E-11
Tl   8.709326E-12
Pb   8.710015E-10
Bi   2.884137E-11
