H    1.000000E+00
He   3.090157E-04
C    5.248982E-03
N    3.801990E-06
O    6.025856E-05
F    1.349024E-07
Ne   4.570678E-05
Na   3.548549E-07
Mg   1.230126E-06
Al   9.121685E-09
Si   1.659619E-07
P    1.659331E-09
S    6.605648E-08
Cl   1.148053E-09
Ar   1.148206E-08
K    6.604053E-10
Ca   9.998583E-09
Sc   1.621317E-11
Ti   4.677142E-10
V    2.089169E-11
Cr   6.607420E-10
Mn   2.630000E-10
Fe   7.412577E-08
Co   1.174845E-09
Ni   5.623792E-09
Cu   4.074984E-10
Zn   2.691697E-10
Ga   2.511578E-11
Ge   1.122072E-10
As   4.073267E-12
Se   7.245149E-11
Br   9.771334E-12
Kr   1.202076E-10
Rb   3.980789E-11
Sr   1.380419E-10
Y    4.786861E-11
Zr   1.230126E-10
Nb   1.023220E-11
Mo   1.819755E-11
Ru   6.917801E-12
Rh   3.980830E-13
Pd   5.011683E-12
Ag   5.495343E-13
Cd   1.174810E-11
In   8.128855E-13
Sn   3.019581E-11
Sb   1.317879E-12
Te   1.445859E-11
I    1.096437E-12
Xe   1.995491E-11
Cs   9.770223E-13
Ba   1.318050E-10
La   8.910783E-12
Ce   3.162366E-11
Pr   2.691497E-12
Nd   1.548659E-11
Sm   3.311493E-12
Eu   2.398607E-13
Gd   2.343713E-12
Tb   2.239008E-13
Dy   2.291003E-12
Ho   3.090345E-13
Er   2.041647E-12
Tm   2.187338E-13
Yb   3.467144E-12
Lu   3.090479E-13
Hf   5.128282E-12
Ta   4.168817E-13
W    5.011999E-12
Re   3.162798E-13
Os   3.715520E-12
Ir   5.753813E-13
Pt   3.631047E-12
Au   6.456300E-13
Hg   1.202176E-11
Tl   5.370127E-12
Pb   1.349022E-10
Bi   2.754330E-12
