objname,C,O,Na,Mg,Si,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Zn,Sr,Y,Zr,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Dy,Os,eC,eO,eNa,eMg,eSi,eCa,eSc,eTi,eV,eCr,eMn,eFe,eCo,eNi,eZn,eSr,eY,eZr,eBa,eLa,eCe,ePr,eNd,eSm,eEu,eGd,eDy,eOs
J1158+0734,4.9,6.51,3.51,5.2,4.86,3.7,0.2,2.55,1.01,2.51,2.3,4.57,1.91,3.49,2.3,-0.19,-0.72,0.2,-0.69,-1.33,-0.96,-1.42,-0.8,-1.16,-1.38,-0.89,-0.8,-0.45,0.16,0.16,0.12,0.12,0.15,0.12,0.17,0.18,0.15,0.09,0.09,0.15,0.1,0.16,0.12,0.12,0.06,0.16,0.21,0.06,0.07,0.15,0.06,0.07,0.14,0.16,0.12,0.16
