objname,C,O,Na,Mg,Si,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Zn,Sr,Y,Zr,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Dy,Os,eC,eO,eNa,eMg,eSi,eCa,eSc,eTi,eV,eCr,eMn,eFe,eCo,eNi,eZn,eSr,eY,eZr,eBa,eLa,eCe,ePr,eNd,eSm,eEu,eGd,eDy,eOs
J1158+0734,4.93,6.51,3.51,5.18,4.9,3.64,0.35,2.51,0.91,2.59,2.27,4.57,2.09,3.43,2.36,-0.19,-0.72,0.2,-0.69,-1.33,-0.96,-1.42,-0.8,-1.16,-1.38,-0.89,-0.8,-0.45,0.17 ,0.16 ,0.14 ,0.06 ,0.18 ,0.04 ,0.07 ,0.05 ,0.16 ,0.06 ,0.05 ,0.15 ,0.14 ,0.05 ,0.09 ,0.12 ,0.06 ,0.16 ,0.21 ,0.06 ,0.08 ,0.15 ,0.06 ,0.07 ,0.14 ,0.16 ,0.12 ,0.16 
