name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-1,300,0.91234
C13,6,13,-1,300,0.0002042
C14,6,14,-1,300,0.012832
N13,7,13,-1,300,5.4241e-12
N14,7,14,-1,300,0.041839
N15,7,15,-1,300,0.0017964
N16,7,16,-1,300,1.9837e-27
O15,8,15,-1,300,2.6254e-16
O16,8,16,-1,300,5.5874
O17,8,17,-1,300,0.00076624
O18,8,18,-1,300,0.039273
O19,8,19,-1,300,3.2866e-20
F17,0,17,-1,300,2.5144e-16
F18,0,18,-1,300,7.5673e-07
F19,0,19,-1,300,0.0010252
F20,0,20,-1,300,6.555e-20
Ne20,10,20,-1,300,0.7274
Ne21,10,21,-1,300,0.0014882
Ne22,10,22,-1,300,0.15136
Ne23,10,23,-1,300,2.9213e-14
Na21,11,21,-1,300,2.8782e-14
Na22,11,22,-1,300,4.7754e-06
Na23,11,23,-1,300,0.0089238
Na24,11,24,-1,300,5.758e-06
Mg23,12,23,-1,300,3.4444e-14
Mg24,12,24,-1,300,0.13281
Mg25,12,25,-1,300,0.014345
Mg26,12,26,-1,300,0.018246
Mg27,12,27,-1,300,3.0059e-12
Al25,13,25,-1,300,3.8691e-17
Al26,13,26,-1,300,0.0001436
Al27,13,27,-1,300,0.014659
Al28,13,28,-1,300,1.5678e-13
Si27,14,27,-1,300,8.299300000000001e-19
Si28,14,28,-1,300,0.24233
Si29,14,29,-1,300,0.0060953
Si30,14,30,-1,300,0.0079129
Si31,14,31,-1,300,1.1757e-07
Si32,14,32,-1,300,3.5296e-08
P29,15,29,-1,300,4.367100000000001e-19
P30,15,30,-1,300,7.0396e-13
P31,15,31,-1,300,0.002152
P32,15,32,-1,300,3.849e-06
P33,15,33,-1,300,1.0602e-06
P34,15,34,-1,300,2.6633e-22
S31,16,31,-1,300,6.2946e-23
S32,16,32,-1,300,0.082766
S33,16,33,-1,300,0.001017
S34,16,34,-1,300,0.0061364
S35,16,35,-1,300,3.8721e-06
S36,16,36,-1,300,3.5103e-06
S37,16,37,-1,300,2.5166e-18
Cl33,17,33,-1,300,7.108e-23
Cl34,17,34,-1,300,3.2905e-24
Cl35,17,35,-1,300,0.00050226
Cl36,17,36,-1,300,4.4717e-06
Cl37,17,37,-1,300,4.0634e-05
Cl38,17,38,-1,300,3.8704e-12
Ar36,18,36,-1,300,0.013757
Ar37,18,37,-1,300,5.8822e-05
Ar38,18,38,-1,300,0.0024461
Ar39,18,39,-1,300,3.1738e-06
Ar40,18,40,-1,300,2.4624e-06
Ar41,18,41,-1,300,1.5151e-10
K37,19,37,-1,300,6.1064e-32
K38,19,38,-1,300,1.7223e-14
K39,19,39,-1,300,0.00022532
K40,19,40,-1,300,1.822e-06
K41,19,41,-1,300,3.2896e-06
K42,19,42,-1,300,6.3533e-08
Ca40,20,40,-1,300,0.011645
Ca41,20,41,-1,300,1.5775e-05
Ca42,20,42,-1,300,8.4878e-05
