name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-2,0,0.00062715
C13,6,13,-2,0,1.7409e-05
C14,6,14,-2,0,9.7202e-34
N13,7,13,-2,0,9.4831e-27
N14,7,14,-2,0,0.00072005
N15,7,15,-2,0,2.1082e-07
N16,7,16,-2,0,0.0
O15,8,15,-2,0,1.6124e-31
O16,8,16,-2,0,0.002982
O17,8,17,-2,0,1.2223e-06
O18,8,18,-2,0,6.6395e-06
O19,8,19,-2,0,0.0
F17,0,17,-2,0,0.0
F18,0,18,-2,0,0.0
F19,0,19,-2,0,7.4019e-08
F20,0,20,-2,0,0.0
Ne20,10,20,-2,0,0.00019379
Ne21,10,21,-2,0,4.3287e-07
Ne22,10,22,-2,0,1.4058e-05
Ne23,10,23,-2,0,0.0
Na21,11,21,-2,0,0.0
Na22,11,22,-2,0,0.0
Na23,11,23,-2,0,1.3213e-05
Na24,11,24,-2,0,0.0
Mg23,12,23,-2,0,0.0
Mg24,12,24,-2,0,0.00017182
Mg25,12,25,-2,0,1.9064e-05
Mg26,12,26,-2,0,2.293e-05
Mg27,12,27,-2,0,0.0
Al25,13,25,-2,0,0.0
Al26,13,26,-2,0,7.8903e-08
Al27,13,27,-2,0,1.5014e-05
Al28,13,28,-2,0,0.0
Si27,14,27,-2,0,0.0
Si28,14,28,-2,0,0.00027231
Si29,14,29,-2,0,1.4233e-05
Si30,14,30,-2,0,9.8104e-06
Si31,14,31,-2,0,0.0
Si32,14,32,-2,0,0.0
P29,15,29,-2,0,0.0
P30,15,30,-2,0,0.0
P31,15,31,-2,0,1.0086e-06
P32,15,32,-2,0,0.0
P33,15,33,-2,0,0.0
P34,15,34,-2,0,0.0
S31,16,31,-2,0,0.0
S32,16,32,-2,0,0.00011344
S33,16,33,-2,0,9.3656e-07
S34,16,34,-2,0,5.4469e-06
S35,16,35,-2,0,0.0
S36,16,36,-2,0,2.6887e-08
S37,16,37,-2,0,0.0
Cl33,17,33,-2,0,0.0
Cl34,17,34,-2,0,0.0
Cl35,17,35,-2,0,1.0613e-06
Cl36,17,36,-2,0,8.6656e-22
Cl37,17,37,-2,0,3.5859e-07
Cl38,17,38,-2,0,0.0
Ar36,18,36,-2,0,2.167e-05
Ar37,18,37,-2,0,1.0599999999999998e-22
Ar38,18,38,-2,0,4.1588e-06
Ar39,18,39,-2,0,0.0
Ar40,18,40,-2,0,7.0017e-09
Ar41,18,41,-2,0,0.0
K37,19,37,-2,0,0.0
K38,19,38,-2,0,0.0
K39,19,39,-2,0,4.9246e-07
K40,19,40,-2,0,7.9611e-10
K41,19,41,-2,0,3.7361e-08
K42,19,42,-2,0,0.0
Ca40,20,40,-2,0,2.4032e-05
Ca41,20,41,-2,0,9.1823e-20
Ca42,20,42,-2,0,1.6841e-07
Ca43,20,43,-2,0,3.5976e-08
Ca44,20,44,-2,0,5.6882e-07
Ca45,20,45,-2,0,0.0
Ca46,20,46,-2,0,1.1403e-09
Ca47,20,47,-2,0,0.0
Ca48,20,48,-2,0,5.5627e-08
