name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-2,150,0.85541
C13,6,13,-2,150,0.00017923
C14,6,14,-2,150,0.00030992
N13,7,13,-2,150,3.2213e-13
N14,7,14,-2,150,0.0079601
N15,7,15,-2,150,1.3466e-05
N16,7,16,-2,150,6.604e-26
O15,8,15,-2,150,1.047e-14
O16,8,16,-2,150,4.6394
O17,8,17,-2,150,5.1937e-05
O18,8,18,-2,150,6.9387e-05
O19,8,19,-2,150,1.1672e-20
F17,0,17,-2,150,2.5742e-18
F18,0,18,-2,150,2.5935e-07
F19,0,19,-2,150,0.00014406
F20,0,20,-2,150,7.9778e-19
Ne20,10,20,-2,150,0.42674
Ne21,10,21,-2,150,0.0010095
Ne22,10,22,-2,150,0.02076
Ne23,10,23,-2,150,1.3129e-14
Na21,11,21,-2,150,7.1368e-14
Na22,11,22,-2,150,2.0435e-06
Na23,11,23,-2,150,0.001663
Na24,11,24,-2,150,6.9082e-07
Mg23,12,23,-2,150,1.0991e-12
Mg24,12,24,-2,150,0.1173
Mg25,12,25,-2,150,0.0061381
Mg26,12,26,-2,150,0.006541
Mg27,12,27,-2,150,3.6233e-10
Al25,13,25,-2,150,1.1648e-15
Al26,13,26,-2,150,0.00013541
Al27,13,27,-2,150,0.0074473
Al28,13,28,-2,150,1.5837e-10
Si27,14,27,-2,150,8.6727e-16
Si28,14,28,-2,150,0.21573
Si29,14,29,-2,150,0.0029924
Si30,14,30,-2,150,0.0039629
Si31,14,31,-2,150,3.5692e-08
Si32,14,32,-2,150,2.9745e-09
P29,15,29,-2,150,2.3642e-19
P30,15,30,-2,150,3.5305e-11
P31,15,31,-2,150,0.0010508
P32,15,32,-2,150,7.9309e-07
P33,15,33,-2,150,3.2021e-07
P34,15,34,-2,150,4.8587e-18
S31,16,31,-2,150,5.3692e-20
S32,16,32,-2,150,0.069253
S33,16,33,-2,150,0.00058677
S34,16,34,-2,150,0.0022816
S35,16,35,-2,150,3.2931e-07
S36,16,36,-2,150,2.1442e-07
S37,16,37,-2,150,3.1921e-17
Cl33,17,33,-2,150,2.5398e-22
Cl34,17,34,-2,150,1.1857e-23
Cl35,17,35,-2,150,0.00018641
Cl36,17,36,-2,150,8.6893e-07
Cl37,17,37,-2,150,3.9041e-06
Cl38,17,38,-2,150,3.7822e-12
Ar36,18,36,-2,150,0.012504
Ar37,18,37,-2,150,3.9608e-05
Ar38,18,38,-2,150,0.00096237
Ar39,18,39,-2,150,2.3552e-07
Ar40,18,40,-2,150,1.1686e-07
Ar41,18,41,-2,150,7.0787e-12
K37,19,37,-2,150,2.8796000000000003e-30
K38,19,38,-2,150,1.2422e-13
K39,19,39,-2,150,0.00012224
K40,19,40,-2,150,1.5564e-07
K41,19,41,-2,150,2.4253e-07
K42,19,42,-2,150,2.8799e-09
Ca40,20,40,-2,150,0.011205
Ca41,20,41,-2,150,1.0483e-05
Ca42,20,42,-2,150,3.0472e-05
Ca43,20,43,-2,150,4.2916e-07
Ca44,20,44,-2,150,2.1986e-06
Ca45,20,45,-2,150,1.9321e-07
Ca46,20,46,-2,150,6.9967e-08
Ca47,20,47,-2,150,2.1884e-09
Ca48,20,48,-2,150,5.8888e-08
Ca49,20,49,-2,150,7.5634e-17
Sc41,21,41,-2,150,1.4305e-43
Sc42,21,42,-2,150,2.6375e-37
Sc43,21,43,-2,150,3.0062e-08
Sc44,21,44,-2,150,2.2497e-09
