name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,150,1.8027e-05
C13,6,13,-3,150,3.4122e-06
C14,6,14,-3,150,2.5575e-27
N13,7,13,-3,150,1.2494e-19
N14,7,14,-3,150,0.00033643
N15,7,15,-3,150,8.1839e-09
N16,7,16,-3,150,0.0
O15,8,15,-3,150,1.8353e-20
O16,8,16,-3,150,0.00030047
O17,8,17,-3,150,8.6201e-07
O18,8,18,-3,150,2.047e-07
O19,8,19,-3,150,0.0
F17,0,17,-3,150,2.182e-24
F18,0,18,-3,150,4.1014000000000005e-25
F19,0,19,-3,150,7.2215e-09
F20,0,20,-3,150,0.0
Ne20,10,20,-3,150,2.4428e-05
Ne21,10,21,-3,150,4.4448e-08
Ne22,10,22,-3,150,1.3815e-06
Ne23,10,23,-3,150,0.0
Na21,11,21,-3,150,0.0
Na22,11,22,-3,150,7.0394e-27
Na23,11,23,-3,150,2.7053e-06
Na24,11,24,-3,150,0.0
Mg23,12,23,-3,150,0.0
Mg24,12,24,-3,150,2.8375e-05
Mg25,12,25,-3,150,1.9263e-06
Mg26,12,26,-3,150,2.5353e-06
Mg27,12,27,-3,150,0.0
Al25,13,25,-3,150,0.0
Al26,13,26,-3,150,2.2442e-08
Al27,13,27,-3,150,5.3656e-06
Al28,13,28,-3,150,0.0
Si27,14,27,-3,150,0.0
Si28,14,28,-3,150,4.5609e-05
Si29,14,29,-3,150,1.9295e-06
Si30,14,30,-3,150,1.7553e-06
Si31,14,31,-3,150,0.0
Si32,14,32,-3,150,0.0
P29,15,29,-3,150,0.0
P30,15,30,-3,150,0.0
P31,15,31,-3,150,1.5548e-07
P32,15,32,-3,150,2.611e-37
P33,15,33,-3,150,0.0
P34,15,34,-3,150,0.0
S31,16,31,-3,150,0.0
S32,16,32,-3,150,1.7347e-05
S33,16,33,-3,150,1.4322e-07
S34,16,34,-3,150,8.3293e-07
S35,16,35,-3,150,3.4193e-36
S36,16,36,-3,150,4.1117e-09
S37,16,37,-3,150,0.0
Cl33,17,33,-3,150,0.0
Cl34,17,34,-3,150,0.0
Cl35,17,35,-3,150,1.6229e-07
Cl36,17,36,-3,150,1.3525e-16
Cl37,17,37,-3,150,5.4834e-08
Cl38,17,38,-3,150,0.0
Ar36,18,36,-3,150,3.3139e-06
Ar37,18,37,-3,150,6.3759e-28
Ar38,18,38,-3,150,6.3598e-07
Ar39,18,39,-3,150,9.4481e-32
Ar40,18,40,-3,150,1.0707e-09
Ar41,18,41,-3,150,0.0
K37,19,37,-3,150,0.0
K38,19,38,-3,150,0.0
K39,19,39,-3,150,7.5307e-08
K40,19,40,-3,150,1.2169e-10
K41,19,41,-3,150,5.7134e-09
K42,19,42,-3,150,0.0
Ca40,20,40,-3,150,3.6748e-06
Ca41,20,41,-3,150,2.7316e-15
Ca42,20,42,-3,150,2.5753e-08
Ca43,20,43,-3,150,5.5015e-09
Ca44,20,44,-3,150,8.6984e-08
Ca45,20,45,-3,150,1.7584e-35
Ca46,20,46,-3,150,1.7438e-10
Ca47,20,47,-3,150,6.613e-40
Ca48,20,48,-3,150,8.5068e-09
Ca49,20,49,-3,150,0.0
Sc41,21,41,-3,150,0.0
Sc42,21,42,-3,150,0.0
Sc43,21,43,-3,150,0.0
Sc44,21,44,-3,150,0.0
Sc45,21,45,-3,150,1.23e-09
Sc46,21,46,-3,150,2.7773e-36
Sc47,21,47,-3,150,5.0394e-40
Sc48,21,48,-3,150,0.0
Sc49,21,49,-3,150,0.0
Ti44,22,44,-3,150,0.0
Ti45,22,45,-3,150,0.0
Ti46,22,46,-3,150,1.3058e-08
Ti47,22,47,-3,150,1.2032e-08
Ti48,22,48,-3,150,1.2176e-07
Ti49,22,49,-3,150,9.1216e-09
Ti50,22,50,-3,150,8.9119e-09
Ti51,22,51,-3,150,0.0
V45,23,45,-3,150,0.0
V46,23,46,-3,150,0.0
V47,23,47,-3,150,0.0
V48,23,48,-3,150,0.0
V49,23,49,-3,150,0.0
V50,23,50,-3,150,2.0587e-11
V51,23,51,-3,150,8.3782e-09
V52,23,52,-3,150,0.0
Cr48,24,48,-3,150,0.0
Cr49,24,49,-3,150,0.0
Cr50,24,50,-3,150,1.835e-08
Cr51,24,51,-3,150,5.216e-29
Cr52,24,52,-3,150,3.68e-07
Cr53,24,53,-3,150,4.2534e-08
Cr54,24,54,-3,150,1.0787e-08
Cr55,24,55,-3,150,0.0
Mn50,25,50,-3,150,0.0
Mn51,25,51,-3,150,0.0
Mn52,25,52,-3,150,0.0
Mn53,25,53,-3,150,0.0
Mn54,25,54,-3,150,0.0
Mn55,25,55,-3,150,2.8643e-07
Mn56,25,56,-3,150,0.0
Mn57,25,57,-3,150,0.0
Fe52,26,52,-3,150,0.0
Fe53,26,53,-3,150,0.0
Fe54,26,54,-3,150,1.9313e-06
Fe55,26,55,-3,150,2.7978000000000003e-19
Fe56,26,56,-3,150,3.144e-05
Fe57,26,57,-3,150,7.3906e-07
Fe58,26,58,-3,150,1.0008e-07
Fe59,26,59,-3,150,1.6256000000000002e-35
Fe60,26,60,-3,150,1.1039e-18
Fe61,26,61,-3,150,0.0
Co54,27,54,-3,150,0.0
Co55,27,55,-3,150,0.0
Co56,27,56,-3,150,0.0
Co57,27,57,-3,150,0.0
Co58,27,58,-3,150,0.0
Co59,27,59,-3,150,1.1157e-07
Co60,27,60,-3,150,2.1474e-24
Co61,27,61,-3,150,0.0
Ni56,28,56,-3,150,0.0
Ni57,28,57,-3,150,0.0
Ni58,28,58,-3,150,1.2679e-06
Ni59,28,59,-3,150,9.8782e-16
Ni60,28,60,-3,150,5.0525e-07
Ni61,28,61,-3,150,2.2329e-08
Ni62,28,62,-3,150,7.2363e-08
Ni63,28,63,-3,150,7.3164e-32
Ni64,28,64,-3,150,1.9023e-08
Ni65,28,65,-3,150,0.0
