name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-2,150,0.037462
C13,6,13,-2,150,0.0021988
C14,6,14,-2,150,3.3303e-13
N13,7,13,-2,150,8.6157e-13
N14,7,14,-2,150,0.02838
N15,7,15,-2,150,5.6724e-07
N16,7,16,-2,150,0.0
O15,8,15,-2,150,1.5862e-14
O16,8,16,-2,150,0.026595
O17,8,17,-2,150,1.0352e-05
O18,8,18,-2,150,3.5944e-06
O19,8,19,-2,150,0.0
F17,0,17,-2,150,1.2341e-16
F18,0,18,-2,150,3.1098e-17
F19,0,19,-2,150,6.506e-08
F20,0,20,-2,150,0.0
Ne20,10,20,-2,150,0.00026454
Ne21,10,21,-2,150,1.9206e-06
Ne22,10,22,-2,150,7.8746e-05
Ne23,10,23,-2,150,0.0
Na21,11,21,-2,150,0.0
Na22,11,22,-2,150,2.3018e-16
Na23,11,23,-2,150,4.5679e-05
Na24,11,24,-2,150,0.0
Mg23,12,23,-2,150,0.0
Mg24,12,24,-2,150,0.00024484
Mg25,12,25,-2,150,1.7774e-05
Mg26,12,26,-2,150,2.655e-05
Mg27,12,27,-2,150,0.0
Al25,13,25,-2,150,0.0
Al26,13,26,-2,150,1.0665e-06
Al27,13,27,-2,150,3.7774e-05
Al28,13,28,-2,150,0.0
Si27,14,27,-2,150,0.0
Si28,14,28,-2,150,0.00038285
Si29,14,29,-2,150,1.961e-05
Si30,14,30,-2,150,1.4018e-05
Si31,14,31,-2,150,0.0
Si32,14,32,-2,150,0.0
P29,15,29,-2,150,0.0
P30,15,30,-2,150,0.0
P31,15,31,-2,150,1.4245e-06
P32,15,32,-2,150,6.718100000000001e-33
P33,15,33,-2,150,3.9506e-47
P34,15,34,-2,150,0.0
S31,16,31,-2,150,0.0
S32,16,32,-2,150,0.00015821
S33,16,33,-2,150,1.389e-06
S34,16,34,-2,150,7.6182e-06
S35,16,35,-2,150,8.8733e-32
S36,16,36,-2,150,3.752e-08
S37,16,37,-2,150,0.0
Cl33,17,33,-2,150,0.0
Cl34,17,34,-2,150,0.0
Cl35,17,35,-2,150,1.4784e-06
Cl36,17,36,-2,150,1.4159e-09
Cl37,17,37,-2,150,5.51e-07
Cl38,17,38,-2,150,0.0
Ar36,18,36,-2,150,3.0189e-05
Ar37,18,37,-2,150,4.6276e-23
Ar38,18,38,-2,150,5.8031e-06
Ar39,18,39,-2,150,5.949000000000001e-25
Ar40,18,40,-2,150,9.7787e-09
Ar41,18,41,-2,150,0.0
K37,19,37,-2,150,0.0
K38,19,38,-2,150,0.0
K39,19,39,-2,150,6.8908e-07
K40,19,40,-2,150,2.3851e-09
K41,19,41,-2,150,5.283e-08
K42,19,42,-2,150,0.0
Ca40,20,40,-2,150,3.3495e-05
Ca41,20,41,-2,150,2.1111e-08
Ca42,20,42,-2,150,2.5062e-07
