name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,0,0.2724
C13,6,13,-3,0,1.0302e-06
C14,6,14,-3,0,2.6323e-09
N13,7,13,-3,0,5.9854e-12
N14,7,14,-3,0,0.0001046
N15,7,15,-3,0,2.8051e-07
N16,7,16,-3,0,9.7514e-32
O15,8,15,-3,0,1.5631e-14
O16,8,16,-3,0,0.80963
O17,8,17,-3,0,1.3592e-06
O18,8,18,-3,0,6.0466e-06
O19,8,19,-3,0,4.8337e-26
F17,0,17,-3,0,1.363e-24
F18,0,18,-3,0,1.8371e-09
F19,0,19,-3,0,3.3888e-09
F20,0,20,-3,0,1.6581e-28
Ne20,10,20,-3,0,0.02546
Ne21,10,21,-3,0,2.9615e-06
Ne22,10,22,-3,0,4.8204e-05
Ne23,10,23,-3,0,1.2843000000000002e-19
Na21,11,21,-3,0,1.2874e-15
Na22,11,22,-3,0,4.4278e-07
Na23,11,23,-3,0,7.2272e-05
Na24,11,24,-3,0,1.1275e-10
Mg23,12,23,-3,0,4.3603e-17
Mg24,12,24,-3,0,0.0185
Mg25,12,25,-3,0,1.6014e-05
Mg26,12,26,-3,0,1.1065e-05
Mg27,12,27,-3,0,2.5373e-15
Al25,13,25,-3,0,2.1169e-18
Al26,13,26,-3,0,2.6311e-05
Al27,13,27,-3,0,0.00047596
Al28,13,28,-3,0,1.8206e-15
Si27,14,27,-3,0,8.6329e-23
Si28,14,28,-3,0,0.11026
Si29,14,29,-3,0,0.00022483
Si30,14,30,-3,0,0.00016213
Si31,14,31,-3,0,1.2499e-10
Si32,14,32,-3,0,5.3132e-13
P29,15,29,-3,0,6.0272e-22
P30,15,30,-3,0,3.0312e-13
P31,15,31,-3,0,0.00011997
P32,15,32,-3,0,1.1809e-08
P33,15,33,-3,0,9.4501e-09
P34,15,34,-3,0,2.0605e-28
S31,16,31,-3,0,7.0276e-30
S32,16,32,-3,0,0.075985
S33,16,33,-3,0,0.00030857
S34,16,34,-3,0,0.00044307
S35,16,35,-3,0,6.3669e-09
S36,16,36,-3,0,2.3952e-09
S37,16,37,-3,0,4.1531e-21
Cl33,17,33,-3,0,2.1813e-24
Cl34,17,34,-3,0,4.0490000000000003e-29
Cl35,17,35,-3,0,9.7957e-05
Cl36,17,36,-3,0,1.0633e-07
Cl37,17,37,-3,0,1.2385e-07
Cl38,17,38,-3,0,1.4994e-15
Ar36,18,36,-3,0,0.019322
Ar37,18,37,-3,0,7.6738e-05
Ar38,18,38,-3,0,0.00086417
Ar39,18,39,-3,0,9.6563e-10
Ar40,18,40,-3,0,5.4132e-10
Ar41,18,41,-3,0,2.2465e-16
K37,19,37,-3,0,1.8883999999999998e-32
K38,19,38,-3,0,1.2748e-13
K39,19,39,-3,0,0.00019784
K40,19,40,-3,0,1.789e-08
K41,19,41,-3,0,6.9285e-09
