name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,150,0.62289
C13,6,13,-3,150,0.00021946
C14,6,14,-3,150,0.0057895
N13,7,13,-3,150,1.2618e-11
N14,7,14,-3,150,0.079044
N15,7,15,-3,150,0.001752
N16,7,16,-3,150,3.0696e-24
O15,8,15,-3,150,1.6372e-14
O16,8,16,-3,150,4.6041
O17,8,17,-3,150,0.00045333
O18,8,18,-3,150,0.10061
O19,8,19,-3,150,2.7364e-20
F17,0,17,-3,150,8.5179e-16
F18,0,18,-3,150,8.9268e-07
F19,0,19,-3,150,0.00020963
F20,0,20,-3,150,2.3679000000000003e-19
Ne20,10,20,-3,150,0.45822
Ne21,10,21,-3,150,0.00056387
Ne22,10,22,-3,150,0.083076
Ne23,10,23,-3,150,3.9314e-15
Na21,11,21,-3,150,1.7725e-14
Na22,11,22,-3,150,3.9812e-06
Na23,11,23,-3,150,0.0019045
Na24,11,24,-3,150,5.1606e-07
Mg23,12,23,-3,150,6.7059e-13
Mg24,12,24,-3,150,0.11262
Mg25,12,25,-3,150,0.0020341
Mg26,12,26,-3,150,0.0022091
Mg27,12,27,-3,150,3.7305e-11
Al25,13,25,-3,150,4.3841e-17
Al26,13,26,-3,150,0.00010772
Al27,13,27,-3,150,0.0046636
Al28,13,28,-3,150,1.4736e-11
Si27,14,27,-3,150,1.0794e-16
Si28,14,28,-3,150,0.20329
Si29,14,29,-3,150,0.0016007
Si30,14,30,-3,150,0.00159
Si31,14,31,-3,150,6.5615e-09
Si32,14,32,-3,150,3.7913e-10
P29,15,29,-3,150,2.3248e-19
P30,15,30,-3,150,5.0209e-12
P31,15,31,-3,150,0.00057187
P32,15,32,-3,150,2.15e-07
P33,15,33,-3,150,9.2839e-08
P34,15,34,-3,150,9.7743e-20
S31,16,31,-3,150,8.2497e-22
S32,16,32,-3,150,0.064506
S33,16,33,-3,150,0.00041657
S34,16,34,-3,150,0.0010874
S35,16,35,-3,150,4.9748e-08
S36,16,36,-3,150,1.8219e-08
S37,16,37,-3,150,1.5179e-18
Cl33,17,33,-3,150,1.5108000000000001e-24
Cl34,17,34,-3,150,1.6086e-25
Cl35,17,35,-3,150,9.933e-05
Cl36,17,36,-3,150,2.7315e-07
Cl37,17,37,-3,150,6.149e-07
Cl38,17,38,-3,150,1.541e-13
