name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,150,0.27363
C13,6,13,-3,150,0.00029596
C14,6,14,-3,150,0.0017046
N13,7,13,-3,150,4.6227e-13
N14,7,14,-3,150,0.031241
N15,7,15,-3,150,0.00069534
N16,7,16,-3,150,7.819100000000001e-25
O15,8,15,-3,150,5.7113e-17
O16,8,16,-3,150,1.4478
O17,8,17,-3,150,0.00045044
O18,8,18,-3,150,0.011001
O19,8,19,-3,150,1.4689e-22
F17,0,17,-3,150,4.6045e-19
F18,0,18,-3,150,5.2261e-07
F19,0,19,-3,150,0.00010034
F20,0,20,-3,150,7.8036e-20
Ne20,10,20,-3,150,0.054796
Ne21,10,21,-3,150,0.00011578
Ne22,10,22,-3,150,0.011919
Ne23,10,23,-3,150,1.0976e-17
Na21,11,21,-3,150,8.3958e-15
Na22,11,22,-3,150,9.682e-07
Na23,11,23,-3,150,0.00014395
Na24,11,24,-3,150,2.5523e-08
Mg23,12,23,-3,150,2.6547e-16
Mg24,12,24,-3,150,0.019996
Mg25,12,25,-3,150,0.00025337
Mg26,12,26,-3,150,0.00016771
Mg27,12,27,-3,150,5.6471e-15
Al25,13,25,-3,150,8.6783e-17
Al26,13,26,-3,150,2.5881e-05
Al27,13,27,-3,150,0.00065771
Al28,13,28,-3,150,4.7942e-16
Si27,14,27,-3,150,6.2252e-21
Si28,14,28,-3,150,0.077242
Si29,14,29,-3,150,0.0003222
Si30,14,30,-3,150,0.0002193
Si31,14,31,-3,150,4.3858e-10
Si32,14,32,-3,150,1.7022e-11
P29,15,29,-3,150,3.5581999999999995e-21
P30,15,30,-3,150,6.4681e-14
P31,15,31,-3,150,0.00011802
P32,15,32,-3,150,2.2956e-08
P33,15,33,-3,150,1.9652e-08
P34,15,34,-3,150,1.9416e-24
S31,16,31,-3,150,1.0986e-27
S32,16,32,-3,150,0.033158
S33,16,33,-3,150,0.00016589
S34,16,34,-3,150,0.00025036
S35,16,35,-3,150,1.4066e-08
S36,16,36,-3,150,2.0127e-08
S37,16,37,-3,150,8.6892e-23
Cl33,17,33,-3,150,7.9048e-24
Cl34,17,34,-3,150,4.2333e-26
Cl35,17,35,-3,150,3.8435e-05
Cl36,17,36,-3,150,1.4916e-07
Cl37,17,37,-3,150,3.8239e-07
Cl38,17,38,-3,150,1.9853e-13
Ar36,18,36,-3,150,0.0066583
Ar37,18,37,-3,150,1.9088e-05
Ar38,18,38,-3,150,0.00015973
Ar39,18,39,-3,150,1.524e-08
Ar40,18,40,-3,150,5.5748e-09
Ar41,18,41,-3,150,7.9048e-14
K37,19,37,-3,150,5.6283e-31
K38,19,38,-3,150,1.1074e-13
K39,19,39,-3,150,3.8725e-05
K40,19,40,-3,150,2.5301e-08
K41,19,41,-3,150,1.8912e-08
K42,19,42,-3,150,1.1196e-10
Ca40,20,40,-3,150,0.0060256
Ca41,20,41,-3,150,9.2135e-06
Ca42,20,42,-3,150,5.6227e-06
Ca43,20,43,-3,150,9.1733e-08
Ca44,20,44,-3,150,8.9689e-08
Ca45,20,45,-3,150,1.8201e-09
Ca46,20,46,-3,150,1.3603e-09
Ca47,20,47,-3,150,3.0443e-12
Ca48,20,48,-3,150,3.138e-09
Ca49,20,49,-3,150,4.0796000000000003e-20
Sc41,21,41,-3,150,4.7816e-44
Sc42,21,42,-3,150,1.5328e-38
Sc43,21,43,-3,150,2.4348e-08
Sc44,21,44,-3,150,4.1344e-09
Sc45,21,45,-3,150,1.8785e-07
Sc46,21,46,-3,150,9.107e-10
Sc47,21,47,-3,150,4.5687e-11
Sc48,21,48,-3,150,1.4859e-11
Sc49,21,49,-3,150,1.5549e-14
Ti44,22,44,-3,150,2.8139e-05
Ti45,22,45,-3,150,5.3744e-08
Ti46,22,46,-3,150,2.9215e-06
Ti47,22,47,-3,150,3.1905e-07
Ti48,22,48,-3,150,6.3721e-08
Ti49,22,49,-3,150,1.1347e-08
Ti50,22,50,-3,150,2.3389e-08
Ti51,22,51,-3,150,2.1903000000000004e-19
V45,23,45,-3,150,1.1928e-51
V46,23,46,-3,150,1.1372e-57
V47,23,47,-3,150,9.9705e-11
V48,23,48,-3,150,2.3768e-08
V49,23,49,-3,150,1.7861e-06
V50,23,50,-3,150,5.1527e-10
V51,23,51,-3,150,5.4219e-09
V52,23,52,-3,150,6.439200000000001e-19
Cr48,24,48,-3,150,7.5743e-05
Cr49,24,49,-3,150,3.8508e-09
Cr50,24,50,-3,150,6.271e-06
Cr51,24,51,-3,150,2.3275e-06
Cr52,24,52,-3,150,7.9262e-07
Cr53,24,53,-3,150,1.5229e-08
Cr54,24,54,-3,150,1.5261e-08
Cr55,24,55,-3,150,9.3256e-20
Mn50,25,50,-3,150,9.5182e-60
Mn51,25,51,-3,150,6.0077e-09
Mn52,25,52,-3,150,0.00013913
Mn53,25,53,-3,150,3.3142e-05
Mn54,25,54,-3,150,1.8839e-09
Mn55,25,55,-3,150,9.819e-08
Mn56,25,56,-3,150,4.4973e-11
Mn57,25,57,-3,150,8.604900000000001e-25
Fe52,26,52,-3,150,0.00042065
Fe53,26,53,-3,150,7.3928e-14
Fe54,26,54,-3,150,0.00041346
Fe55,26,55,-3,150,1.9286e-05
Fe56,26,56,-3,150,1.2763e-05
Fe57,26,57,-3,150,4.6171e-07
Fe58,26,58,-3,150,6.661e-07
Fe59,26,59,-3,150,2.0825e-08
Fe60,26,60,-3,150,1.4822e-08
Fe61,26,61,-3,150,1.2509e-19
Co54,27,54,-3,150,9.5182e-60
Co55,27,55,-3,150,8.7982e-05
Co56,27,56,-3,150,8.3593e-07
Co57,27,57,-3,150,0.00011413
Co58,27,58,-3,150,7.666e-09
Co59,27,59,-3,150,2.2208e-07
Co60,27,60,-3,150,2.5893e-08
Co61,27,61,-3,150,1.5273e-11
Ni56,28,56,-3,150,0.07
Ni57,28,57,-3,150,0.002204
Ni58,28,58,-3,150,0.004204
Ni59,28,59,-3,150,8.122e-05
Ni60,28,60,-3,150,0.0015377
Ni61,28,61,-3,150,3.5671e-05
Ni62,28,62,-3,150,1.0774e-05
Ni63,28,63,-3,150,7.6864e-08
Ni64,28,64,-3,150,1.4404e-07
Ni65,28,65,-3,150,3.6807e-12
Cu57,29,57,-3,150,9.5182e-60
Cu58,29,58,-3,150,6.209e-43
Cu59,29,59,-3,150,2.8333e-22
Cu60,29,60,-3,150,3.221e-08
Cu61,29,61,-3,150,2.8094e-05
Cu62,29,62,-3,150,3.626e-07
Cu63,29,63,-3,150,2.584e-05
Cu64,29,64,-3,150,5.0773e-10
Cu65,29,65,-3,150,4.2281e-08
Cu66,29,66,-3,150,2.9947e-18
Zn60,30,60,-3,150,3.0605e-23
Zn61,30,61,-3,150,8.7418e-25
Zn62,30,62,-3,150,0.00055362
Zn63,30,63,-3,150,3.6404e-08
Zn64,30,64,-3,150,5.2146e-05
Zn65,30,65,-3,150,6.7671e-07
Zn66,30,66,-3,150,2.5549e-06
Zn67,30,67,-3,150,1.0813e-08
Zn68,30,68,-3,150,4.987e-08
Zn69,30,69,-3,150,2.5755e-13
Zn70,30,70,-3,150,9.9411e-11
Zn71,30,71,-3,150,1.2639e-23
Ga62,31,62,-3,150,9.5182e-60
Ga63,31,63,-3,150,1.0116e-35
Ga64,31,64,-3,150,1.3062e-25
Ga65,31,65,-3,150,1.3855e-13
Ga66,31,66,-3,150,6.4081e-06
Ga67,31,67,-3,150,2.1416e-08
Ga68,31,68,-3,150,2.7915e-12
Ga69,31,69,-3,150,7.184e-09
Ga70,31,70,-3,150,4.4415e-15
Ga71,31,71,-3,150,5.9144e-09
Ga72,31,72,-3,150,3.6054e-12
Ge64,32,64,-3,150,5.3599e-33
Ge65,32,65,-3,150,2.0319e-40
Ge66,32,66,-3,150,1.2551e-06
Ge67,32,67,-3,150,4.9484e-15
Ge68,32,68,-3,150,1.1911e-08
Ge69,32,69,-3,150,4.1883e-11
Ge70,32,70,-3,150,1.1603e-08
Ge71,32,71,-3,150,4.302e-10
Ge72,32,72,-3,150,1.1269e-08
Ge73,32,73,-3,150,3.1835e-09
Ge74,32,74,-3,150,1.8478e-08
Ge75,32,75,-3,150,1.1044e-13
Ge76,32,76,-3,150,1.5843e-10
Ge77,32,77,-3,150,4.0676e-14
As71,33,71,-3,150,9.4291e-13
As72,33,72,-3,150,1.2819e-12
As73,33,73,-3,150,1.7408e-11
As74,33,74,-3,150,2.1873e-12
As75,33,75,-3,150,1.8879e-09
As76,33,76,-3,150,3.7434e-12
As77,33,77,-3,150,6.3967e-12
Se74,34,74,-3,150,1.0951e-10
Se75,34,75,-3,150,1.6177e-11
Se76,34,76,-3,150,4.168e-09
Se77,34,77,-3,150,1.6545e-09
Se78,34,78,-3,150,1.0089e-08
Se79,34,79,-3,150,2.0825e-09
Se80,34,80,-3,150,1.0898e-08
Se81,34,81,-3,150,1.0037e-17
Se82,34,82,-3,150,1.0083e-10
Se83,34,83,-3,150,1.0497e-17
Br75,35,75,-3,150,1.9502e-15
Br76,35,76,-3,150,2.4004e-13
Br77,35,77,-3,150,2.6848e-12
Br78,35,78,-3,150,6.048500000000001e-19
Br79,35,79,-3,150,1.2073e-10
Br80,35,80,-3,150,3.502e-16
Br81,35,81,-3,150,1.8555e-09
Br82,35,82,-3,150,8.6502e-13
Br83,35,83,-3,150,2.0507e-13
Kr78,36,78,-3,150,1.4068e-11
Kr79,36,79,-3,150,1.8127e-12
Kr80,36,80,-3,150,1.5625e-10
Kr81,36,81,-3,150,5.2438e-11
Kr82,36,82,-3,150,5.3231e-09
Kr83,36,83,-3,150,1.8414e-09
Kr84,36,84,-3,150,9.2831e-09
Kr85,36,85,-3,150,2.7073e-09
Kr86,36,86,-3,150,8.0596e-09
Kr87,36,87,-3,150,5.7342e-16
Rb79,37,79,-3,150,1.2175000000000002e-19
Rb80,37,80,-3,150,4.2083e-29
Rb81,37,81,-3,150,3.3012e-14
Rb82,37,82,-3,150,5.0389e-14
Rb83,37,83,-3,150,2.5031e-12
Rb84,37,84,-3,150,5.3283e-13
Rb85,37,85,-3,150,8.9023e-10
Rb86,37,86,-3,150,1.133e-10
Rb87,37,87,-3,150,2.2373e-09
Rb88,37,88,-3,150,3.1373e-18
Sr84,38,84,-3,150,2.038e-11
Sr85,38,85,-3,150,1.9127e-12
Sr86,38,86,-3,150,2.7693e-09
Sr87,38,87,-3,150,1.8168e-09
Sr88,38,88,-3,150,1.6976e-08
Sr89,38,89,-3,150,1.5585e-10
Sr90,38,90,-3,150,1.3137e-10
Sr91,38,91,-3,150,4.9222e-16
Y85,39,85,-3,150,2.442e-16
Y86,39,86,-3,150,9.7661e-15
Y87,39,87,-3,150,4.6771e-13
Y88,39,88,-3,150,9.7413e-13
Y89,39,89,-3,150,3.8307e-09
Y90,39,90,-3,150,4.2926e-13
Y91,39,91,-3,150,5.5513e-13
Zr90,40,90,-3,150,2.8552e-09
Zr91,40,91,-3,150,6.8824e-10
Zr92,40,92,-3,150,1.0755e-09
Zr93,40,93,-3,150,2.9083e-10
Zr94,40,94,-3,150,8.3885e-10
Zr95,40,95,-3,150,3.2972e-11
Zr96,40,96,-3,150,6.4172e-11
Zr97,40,97,-3,150,6.902e-17
Nb91,41,91,-3,150,4.2181e-13
Nb92,41,92,-3,150,3.0194e-14
Nb93,41,93,-3,150,1.58e-11
Nb94,41,94,-3,150,5.6461e-15
Nb95,41,95,-3,150,1.1571e-11
Nb96,41,96,-3,150,4.7031e-15
Nb97,41,97,-3,150,6.0434e-17
Mo92,42,92,-3,150,9.4046e-12
Mo93,42,93,-3,150,1.4281e-13
Mo94,42,94,-3,150,5.9082e-12
Mo95,42,95,-3,150,5.3008e-11
Mo96,42,96,-3,150,1.663e-10
Mo97,42,97,-3,150,5.7014e-11
Mo98,42,98,-3,150,1.7091e-10
Xe132,53,132,-3,150,2.8671e-10
Xe133,53,133,-3,150,2.864e-12
Xe134,53,134,-3,150,3.9866e-11
Xe135,53,135,-3,150,6.8388e-15
Cs133,54,133,-3,150,4.052e-11
Cs134,54,134,-3,150,7.5872e-12
Cs135,54,135,-3,150,3.6709e-11
Cs136,54,136,-3,150,2.5817e-12
Cs137,54,137,-3,150,3.5814e-11
Cs138,54,138,-3,150,1.4751e-22
Ba134,55,134,-3,150,5.6889e-11
Ba135,55,135,-3,150,2.5974e-11
Ba136,55,136,-3,150,1.9351e-10
Ba137,55,137,-3,150,1.4317e-10
Ba138,55,138,-3,150,6.7472e-10
Ba139,55,139,-3,150,6.2891e-17
La138,56,138,-3,150,1.2495e-14
La139,56,139,-3,150,6.0801e-11
La140,56,140,-3,150,9.2492e-16
Ce140,57,140,-3,150,9.3942e-11
Ce141,57,141,-3,150,7.8288e-13
Pr141,58,141,-3,150,1.009e-11
Pr142,58,142,-3,150,4.1041e-15
Nd142,59,142,-3,150,2.0897e-11
Nd143,59,143,-3,150,4.3073e-12
Nd144,59,144,-3,150,9.8743e-12
Hg202,78,202,-3,150,1.2258e-11
Hg203,78,203,-3,150,3.7331e-14
Hg204,78,204,-3,150,1.3435e-12
Hg205,78,205,-3,150,2.887e-24
Tl203,79,203,-3,150,5.7724e-12
Tl204,79,204,-3,150,5.7186e-13
Tl205,79,205,-3,150,9.9239e-12
Tl206,79,206,-3,150,3.8335e-23
Pb204,80,204,-3,150,4.5224e-12
Pb205,80,205,-3,150,1.4128e-12
Pb206,80,206,-3,150,2.8594e-11
Pb207,80,207,-3,150,2.5704e-11
Pb208,80,208,-3,150,6.1787e-11
Pb209,80,209,-3,150,4.7837e-19
Bi208,81,208,-3,150,4.2994e-13
Bi209,81,209,-3,150,6.7257e-12
