name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-1,0,0.0041068
C13,6,13,-1,0,0.00011373
C14,6,14,-1,0,8.735900000000001e-33
N13,7,13,-1,0,5.2412e-40
N14,7,14,-1,0,0.004335
N15,7,15,-1,0,1.3084e-06
N16,7,16,-1,0,0.0
O15,8,15,-1,0,2.6331e-33
O16,8,16,-1,0,0.020003
O17,8,17,-1,0,8.4487e-06
O18,8,18,-1,0,4.3549e-05
O19,8,19,-1,0,0.0
F17,0,17,-1,0,0.0
F18,0,18,-1,0,0.0
F19,0,19,-1,0,4.9486e-07
F20,0,20,-1,0,0.0
Ne20,10,20,-1,0,0.0012959
Ne21,10,21,-1,0,3.3714e-06
Ne22,10,22,-1,0,9.2084e-05
Ne23,10,23,-1,0,0.0
Na21,11,21,-1,0,0.0
Na22,11,22,-1,0,0.0
Na23,11,23,-1,0,6.718e-05
Na24,11,24,-1,0,0.0
Mg23,12,23,-1,0,0.0
Mg24,12,24,-1,0,0.0011137
Mg25,12,25,-1,0,0.00012804
Mg26,12,26,-1,0,0.00017557
Mg27,12,27,-1,0,0.0
Al25,13,25,-1,0,0.0
Al26,13,26,-1,0,1.1041e-07
Al27,13,27,-1,0,7.5447e-05
Al28,13,28,-1,0,0.0
Si27,14,27,-1,0,0.0
Si28,14,28,-1,0,0.0017823
Si29,14,29,-1,0,9.3726e-05
Si30,14,30,-1,0,6.3922e-05
Si31,14,31,-1,0,0.0
Si32,14,32,-1,0,0.0
P29,15,29,-1,0,0.0
P30,15,30,-1,0,0.0
P31,15,31,-1,0,6.612e-06
P32,15,32,-1,0,0.0
P33,15,33,-1,0,0.0
P34,15,34,-1,0,0.0
S31,16,31,-1,0,0.0
S32,16,32,-1,0,0.00074386
S33,16,33,-1,0,6.1414e-06
S34,16,34,-1,0,3.5716e-05
S35,16,35,-1,0,0.0
S36,16,36,-1,0,1.7631e-07
S37,16,37,-1,0,0.0
Cl33,17,33,-1,0,0.0
Cl34,17,34,-1,0,0.0
Cl35,17,35,-1,0,6.9592e-06
Cl36,17,36,-1,0,8.4355e-24
Cl37,17,37,-1,0,2.3514e-06
Cl38,17,38,-1,0,0.0
Ar36,18,36,-1,0,0.00014209
Ar37,18,37,-1,0,4.7872e-29
Ar38,18,38,-1,0,2.7271e-05
Ar39,18,39,-1,0,0.0
Ar40,18,40,-1,0,4.5913e-08
Ar41,18,41,-1,0,0.0
K37,19,37,-1,0,0.0
K38,19,38,-1,0,0.0
K39,19,39,-1,0,3.2293e-06
K40,19,40,-1,0,5.215e-09
K41,19,41,-1,0,2.4499e-07
K42,19,42,-1,0,0.0
Ca40,20,40,-1,0,0.00015758
Ca41,20,41,-1,0,6.158599999999999e-21
Ca42,20,42,-1,0,1.1043e-06
Ca43,20,43,-1,0,2.359e-07
Ca44,20,44,-1,0,3.7299e-06
Ca45,20,45,-1,0,0.0
Ca46,20,46,-1,0,7.4775e-09
Ca47,20,47,-1,0,0.0
Ca48,20,48,-1,0,3.6477e-07
Ca49,20,49,-1,0,0.0
Sc41,21,41,-1,0,0.0
Sc42,21,42,-1,0,0.0
Sc43,21,43,-1,0,0.0
Sc44,21,44,-1,0,0.0
Sc45,21,45,-1,0,5.2742e-08
Sc46,21,46,-1,0,0.0
Sc47,21,47,-1,0,0.0
Sc48,21,48,-1,0,0.0
Sc49,21,49,-1,0,0.0
Ti44,22,44,-1,0,0.0
Ti45,22,45,-1,0,0.0
Ti46,22,46,-1,0,5.5995e-07
Ti47,22,47,-1,0,5.1595e-07
Ti48,22,48,-1,0,5.2212e-06
Ti49,22,49,-1,0,3.9114e-07
Ti50,22,50,-1,0,3.8216e-07
Ti51,22,51,-1,0,0.0
V45,23,45,-1,0,0.0
V46,23,46,-1,0,0.0
V47,23,47,-1,0,0.0
V48,23,48,-1,0,0.0
V49,23,49,-1,0,0.0
V50,23,50,-1,0,8.8277e-10
V51,23,51,-1,0,3.5927e-07
V52,23,52,-1,0,0.0
Cr48,24,48,-1,0,0.0
Cr49,24,49,-1,0,0.0
Cr50,24,50,-1,0,7.8686e-07
Cr51,24,51,-1,0,3.8077000000000004e-29
Cr52,24,52,-1,0,1.5781e-05
Cr53,24,53,-1,0,1.8238e-06
Cr54,24,54,-1,0,4.6255e-07
Cr55,24,55,-1,0,0.0
Mn50,25,50,-1,0,0.0
Mn51,25,51,-1,0,0.0
Mn52,25,52,-1,0,0.0
Mn53,25,53,-1,0,0.0
Mn54,25,54,-1,0,0.0
Mn55,25,55,-1,0,1.2283e-05
Mn56,25,56,-1,0,0.0
Mn57,25,57,-1,0,0.0
Fe52,26,52,-1,0,0.0
Fe53,26,53,-1,0,0.0
Fe54,26,54,-1,0,8.2816e-05
Fe55,26,55,-1,0,2.3754e-23
Fe56,26,56,-1,0,0.0013482
Fe57,26,57,-1,0,3.1692e-05
Fe58,26,58,-1,0,4.2915e-06
Fe59,26,59,-1,0,0.0
Fe60,26,60,-1,0,0.0
Fe61,26,61,-1,0,0.0
Co54,27,54,-1,0,0.0
Co55,27,55,-1,0,0.0
Co56,27,56,-1,0,0.0
Co57,27,57,-1,0,0.0
Co58,27,58,-1,0,0.0
Co59,27,59,-1,0,4.784e-06
Co60,27,60,-1,0,0.0
Co61,27,61,-1,0,0.0
Ni56,28,56,-1,0,0.0
Ni57,28,57,-1,0,0.0
Ni58,28,58,-1,0,5.437e-05
Ni59,28,59,-1,0,6.7309999999999994e-21
Ni60,28,60,-1,0,2.1666e-05
Ni61,28,61,-1,0,9.5749e-07
Ni62,28,62,-1,0,3.1029e-06
Ni63,28,63,-1,0,0.0
Ni64,28,64,-1,0,8.1572e-07
Ni65,28,65,-1,0,0.0
Cu57,29,57,-1,0,0.0
Cu58,29,58,-1,0,0.0
Cu59,29,59,-1,0,0.0
Cu60,29,60,-1,0,0.0
Cu61,29,61,-1,0,0.0
Cu62,29,62,-1,0,0.0
Cu63,29,63,-1,0,5.6001e-07
Cu64,29,64,-1,0,0.0
Cu65,29,65,-1,0,2.5752e-07
Cu66,29,66,-1,0,0.0
Zn60,30,60,-1,0,0.0
Zn61,30,61,-1,0,0.0
Zn62,30,62,-1,0,0.0
Zn63,30,63,-1,0,0.0
Zn64,30,64,-1,0,9.3761e-07
Zn65,30,65,-1,0,0.0
Zn66,30,66,-1,0,5.5473e-07
Zn67,30,67,-1,0,8.2755e-08
Zn68,30,68,-1,0,3.8411e-07
Zn69,30,69,-1,0,0.0
Zn70,30,70,-1,0,1.3074e-08
Zn71,30,71,-1,0,0.0
Ga62,31,62,-1,0,0.0
Ga63,31,63,-1,0,0.0
Ga64,31,64,-1,0,0.0
Ga65,31,65,-1,0,0.0
Ga66,31,66,-1,0,0.0
Ga67,31,67,-1,0,0.0
Ga68,31,68,-1,0,0.0
Ga69,31,69,-1,0,3.7733e-08
Ga70,31,70,-1,0,0.0
Ga71,31,71,-1,0,2.5768e-08
Ga72,31,72,-1,0,0.0
Ge64,32,64,-1,0,0.0
Ge65,32,65,-1,0,0.0
Ge66,32,66,-1,0,0.0
Ge67,32,67,-1,0,0.0
Ge68,32,68,-1,0,0.0
Ge69,32,69,-1,0,0.0
Ge70,32,70,-1,0,5.4067e-08
Ge71,32,71,-1,0,0.0
Ge72,32,72,-1,0,7.3491e-08
Ge73,32,73,-1,0,2.0914e-08
Ge74,32,74,-1,0,9.9503e-08
Ge75,32,75,-1,0,0.0
Ge76,32,76,-1,0,2.1436e-08
Ge77,32,77,-1,0,0.0
As71,33,71,-1,0,0.0
As72,33,72,-1,0,0.0
As73,33,73,-1,0,0.0
As74,33,74,-1,0,0.0
As75,33,75,-1,0,1.2417e-08
As76,33,76,-1,0,0.0
