name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,300,0.64636
C13,6,13,-3,300,0.00022011
C14,6,14,-3,300,0.0022099
N13,7,13,-3,300,2.0208e-12
N14,7,14,-3,300,0.011839
N15,7,15,-3,300,0.00048555
N16,7,16,-3,300,9.5073e-23
O15,8,15,-3,300,8.2406e-16
O16,8,16,-3,300,2.9353
O17,8,17,-3,300,0.00041782
O18,8,18,-3,300,0.024796
O19,8,19,-3,300,2.0842000000000002e-19
F17,0,17,-3,300,1.4632e-18
F18,0,18,-3,300,1.1564e-06
F19,0,19,-3,300,0.00013286
F20,0,20,-3,300,1.1799e-17
Ne20,10,20,-3,300,0.087608
Ne21,10,21,-3,300,0.0011122
Ne22,10,22,-3,300,0.068111
Ne23,10,23,-3,300,4.2849e-14
Na21,11,21,-3,300,1.639e-14
Na22,11,22,-3,300,6.8637e-07
Na23,11,23,-3,300,0.0013548
Na24,11,24,-3,300,5.6011e-06
Mg23,12,23,-3,300,3.4214e-14
Mg24,12,24,-3,300,0.028258
Mg25,12,25,-3,300,0.0074013
Mg26,12,26,-3,300,0.012374
Mg27,12,27,-3,300,1.852e-11
Al25,13,25,-3,300,5.3506e-17
Al26,13,26,-3,300,5.169e-05
Al27,13,27,-3,300,0.0037126
Al28,13,28,-3,300,4.5439e-12
Si27,14,27,-3,300,1.0809e-16
Si28,14,28,-3,300,0.18711
Si29,14,29,-3,300,0.0049123
Si30,14,30,-3,300,0.0073462
Si31,14,31,-3,300,1.7144e-07
Si32,14,32,-3,300,3.0117e-08
P29,15,29,-3,300,1.2258000000000002e-19
P30,15,30,-3,300,1.6943e-11
P31,15,31,-3,300,0.0016492
P32,15,32,-3,300,2.6786e-06
P33,15,33,-3,300,1.4125e-06
P34,15,34,-3,300,7.734e-20
S31,16,31,-3,300,8.3545e-20
S32,16,32,-3,300,0.08243
S33,16,33,-3,300,0.00078153
S34,16,34,-3,300,0.0063742
S35,16,35,-3,300,2.242e-06
S36,16,36,-3,300,1.047e-06
S37,16,37,-3,300,1.2761e-19
Cl33,17,33,-3,300,3.1734e-24
Cl34,17,34,-3,300,1.3437000000000001e-24
Cl35,17,35,-3,300,0.00040304
Cl36,17,36,-3,300,2.8783e-06
Cl37,17,37,-3,300,3.2516e-06
Cl38,17,38,-3,300,1.7389e-12
Ar36,18,36,-3,300,0.014192
Ar37,18,37,-3,300,5.558e-05
Ar38,18,38,-3,300,0.0029034
Ar39,18,39,-3,300,4.6246e-08
Ar40,18,40,-3,300,2.7349e-08
Ar41,18,41,-3,300,2.8796e-11
K37,19,37,-3,300,1.1433e-31
K38,19,38,-3,300,2.2344e-13
K39,19,39,-3,300,0.00022486
K40,19,40,-3,300,1.7582e-07
K41,19,41,-3,300,3.9389e-08
K42,19,42,-3,300,1.8046e-09
Ca40,20,40,-3,300,0.011941
Ca41,20,41,-3,300,1.4204e-05
Ca42,20,42,-3,300,9.5337e-05
Ca43,20,43,-3,300,1.9571e-07
Ca44,20,44,-3,300,2.0296e-07
Ca45,20,45,-3,300,7.0814e-09
Ca46,20,46,-3,300,6.0056e-09
Ca47,20,47,-3,300,1.1221e-09
Ca48,20,48,-3,300,4.6971e-09
Ca49,20,49,-3,300,4.0388e-19
Sc41,21,41,-3,300,7.052800000000001e-45
Sc42,21,42,-3,300,1.3789e-40
Sc43,21,43,-3,300,2.8523e-08
Sc44,21,44,-3,300,3.4402e-09
Sc45,21,45,-3,300,4.3215e-07
Sc46,21,46,-3,300,2.9024e-09
Sc47,21,47,-3,300,1.9472e-09
Sc48,21,48,-3,300,1.084e-09
Sc49,21,49,-3,300,8.4479e-12
Ti44,22,44,-3,300,3.4728e-05
Ti45,22,45,-3,300,1.2033e-07
Ti46,22,46,-3,300,4.3544e-05
Ti47,22,47,-3,300,1.1528e-06
