name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,300,3.6344e-06
C13,6,13,-3,300,9.8307e-07
C14,6,14,-3,300,1.146e-26
N13,7,13,-3,300,1.0571e-29
N14,7,14,-3,300,0.0002914
N15,7,15,-3,300,6.2107e-09
N16,7,16,-3,300,0.0
O15,8,15,-3,300,1.0908e-31
O16,8,16,-3,300,0.00025333
O17,8,17,-3,300,1.2212e-06
O18,8,18,-3,300,3.0835e-08
O19,8,19,-3,300,0.0
F17,0,17,-3,300,0.0
F18,0,18,-3,300,0.0
F19,0,19,-3,300,5.0319e-09
F20,0,20,-3,300,0.0
Ne20,10,20,-3,300,2.0342e-05
Ne21,10,21,-3,300,3.9162e-08
Ne22,10,22,-3,300,8.9993e-07
Ne23,10,23,-3,300,0.0
Na21,11,21,-3,300,0.0
Na22,11,22,-3,300,1.1743000000000001e-29
Na23,11,23,-3,300,2.5936e-06
Na24,11,24,-3,300,0.0
Mg23,12,23,-3,300,0.0
Mg24,12,24,-3,300,2.477e-05
Mg25,12,25,-3,300,1.6408e-06
Mg26,12,26,-3,300,2.1802e-06
Mg27,12,27,-3,300,0.0
Al25,13,25,-3,300,0.0
Al26,13,26,-3,300,1.7559e-08
Al27,13,27,-3,300,3.9907e-06
Al28,13,28,-3,300,0.0
Si27,14,27,-3,300,0.0
Si28,14,28,-3,300,3.6737e-05
Si29,14,29,-3,300,1.6067e-06
Si30,14,30,-3,300,1.4557e-06
Si31,14,31,-3,300,0.0
Si32,14,32,-3,300,0.0
P29,15,29,-3,300,0.0
P30,15,30,-3,300,0.0
P31,15,31,-3,300,1.2928e-07
P32,15,32,-3,300,0.0
P33,15,33,-3,300,0.0
P34,15,34,-3,300,0.0
S31,16,31,-3,300,0.0
S32,16,32,-3,300,1.4419e-05
S33,16,33,-3,300,1.1904e-07
S34,16,34,-3,300,6.9235e-07
S35,16,35,-3,300,2.8617000000000005e-41
S36,16,36,-3,300,3.4176e-09
S37,16,37,-3,300,0.0
Cl33,17,33,-3,300,0.0
Cl34,17,34,-3,300,0.0
Cl35,17,35,-3,300,1.349e-07
Cl36,17,36,-3,300,1.4894999999999999e-21
Cl37,17,37,-3,300,4.5578e-08
Cl38,17,38,-3,300,0.0
Ar36,18,36,-3,300,2.7544e-06
Ar37,18,37,-3,300,1.6044e-27
Ar38,18,38,-3,300,5.2862e-07
Ar39,18,39,-3,300,2.2379e-32
Ar40,18,40,-3,300,8.8998e-10
Ar41,18,41,-3,300,0.0
K37,19,37,-3,300,0.0
K38,19,38,-3,300,0.0
K39,19,39,-3,300,6.2597e-08
K40,19,40,-3,300,1.0111e-10
K41,19,41,-3,300,4.7489e-09
K42,19,42,-3,300,0.0
Ca40,20,40,-3,300,3.0547e-06
Ca41,20,41,-3,300,4.5918e-20
Ca42,20,42,-3,300,2.1406e-08
Ca43,20,43,-3,300,4.5728e-09
Ca44,20,44,-3,300,7.2303e-08
Ca45,20,45,-3,300,5.9343e-39
Ca46,20,46,-3,300,1.4494e-10
Ca47,20,47,-3,300,0.0
Ca48,20,48,-3,300,7.0708e-09
Ca49,20,49,-3,300,0.0
Sc41,21,41,-3,300,0.0
Sc42,21,42,-3,300,0.0
Sc43,21,43,-3,300,0.0
Sc44,21,44,-3,300,0.0
Sc45,21,45,-3,300,1.0224e-09
Sc46,21,46,-3,300,1.4870000000000001e-41
Sc47,21,47,-3,300,0.0
Sc48,21,48,-3,300,0.0
Sc49,21,49,-3,300,0.0
Ti44,22,44,-3,300,0.0
Ti45,22,45,-3,300,0.0
Ti46,22,46,-3,300,1.0854e-08
Ti47,22,47,-3,300,1.0001e-08
Ti48,22,48,-3,300,1.0121e-07
Ti49,22,49,-3,300,7.5818e-09
Ti50,22,50,-3,300,7.4077e-09
Ti51,22,51,-3,300,0.0
V45,23,45,-3,300,0.0
V46,23,46,-3,300,0.0
V47,23,47,-3,300,0.0
V48,23,48,-3,300,0.0
V49,23,49,-3,300,0.0
V50,23,50,-3,300,1.7112e-11
V51,23,51,-3,300,6.9641e-09
V52,23,52,-3,300,0.0
Cr48,24,48,-3,300,0.0
Cr49,24,49,-3,300,0.0
Cr50,24,50,-3,300,1.5253e-08
Cr51,24,51,-3,300,1.093e-28
Cr52,24,52,-3,300,3.059e-07
Cr53,24,53,-3,300,3.5354e-08
Cr54,24,54,-3,300,8.9663e-09
Cr55,24,55,-3,300,0.0
Mn50,25,50,-3,300,0.0
Mn51,25,51,-3,300,0.0
Mn52,25,52,-3,300,0.0
Mn53,25,53,-3,300,0.0
Mn54,25,54,-3,300,0.0
Mn55,25,55,-3,300,2.381e-07
Mn56,25,56,-3,300,0.0
Mn57,25,57,-3,300,0.0
Fe52,26,52,-3,300,0.0
Fe53,26,53,-3,300,0.0
Fe54,26,54,-3,300,1.6053e-06
Fe55,26,55,-3,300,7.566799999999999e-21
Fe56,26,56,-3,300,2.6133e-05
Fe57,26,57,-3,300,6.1432e-07
Fe58,26,58,-3,300,8.3188e-08
Fe59,26,59,-3,300,0.0
Fe60,26,60,-3,300,1.1092000000000001e-35
Fe61,26,61,-3,300,0.0
Co54,27,54,-3,300,0.0
Co55,27,55,-3,300,0.0
Co56,27,56,-3,300,0.0
Co57,27,57,-3,300,0.0
Co58,27,58,-3,300,0.0
Co59,27,59,-3,300,9.2733e-08
Co60,27,60,-3,300,1.9354e-35
Co61,27,61,-3,300,0.0
Ni56,28,56,-3,300,0.0
Ni57,28,57,-3,300,0.0
