name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-1,150,0.59515
C13,6,13,-1,150,0.00078224
C14,6,14,-1,150,0.0087319
N13,7,13,-1,150,3.0385e-13
N14,7,14,-1,150,0.12276
N15,7,15,-1,150,0.005381
N16,7,16,-1,150,2.8559e-22
O15,8,15,-1,150,4.5051e-17
O16,8,16,-1,150,3.2962
O17,8,17,-1,150,0.00071516
O18,8,18,-1,150,0.05997
O19,8,19,-1,150,4.7637e-20
F17,0,17,-1,150,4.3591e-18
F18,0,18,-1,150,2.2793e-06
F19,0,19,-1,150,0.00042554
F20,0,20,-1,150,6.235000000000001e-19
Ne20,10,20,-1,150,0.15092
Ne21,10,21,-1,150,0.00059886
Ne22,10,22,-1,150,0.052713
Ne23,10,23,-1,150,1.3092e-16
Na21,11,21,-1,150,6.2229e-17
Na22,11,22,-1,150,1.0811e-06
Na23,11,23,-1,150,0.0015249
Na24,11,24,-1,150,3.0676e-06
Mg23,12,23,-1,150,4.6738e-17
Mg24,12,24,-1,150,0.057559
Mg25,12,25,-1,150,0.0047877
Mg26,12,26,-1,150,0.00488
Mg27,12,27,-1,150,9.7491e-14
Al25,13,25,-1,150,3.3182e-18
Al26,13,26,-1,150,9.666e-05
Al27,13,27,-1,150,0.0050043
Al28,13,28,-1,150,2.2694e-13
Si27,14,27,-1,150,1.5666e-18
Si28,14,28,-1,150,0.21672
Si29,14,29,-1,150,0.0030571
Si30,14,30,-1,150,0.0046582
Si31,14,31,-1,150,6.4157e-08
Si32,14,32,-1,150,2.4016e-08
P29,15,29,-1,150,4.2107999999999994e-21
P30,15,30,-1,150,1.6912e-12
P31,15,31,-1,150,0.0012992
P32,15,32,-1,150,1.1943e-06
P33,15,33,-1,150,7.0287e-07
P34,15,34,-1,150,3.4566e-23
S31,16,31,-1,150,5.8186e-22
S32,16,32,-1,150,0.07882
S33,16,33,-1,150,0.00076438
S34,16,34,-1,150,0.0040532
S35,16,35,-1,150,1.149e-06
S36,16,36,-1,150,8.9909e-07
S37,16,37,-1,150,2.4668e-20
Cl33,17,33,-1,150,3.9774e-23
Cl34,17,34,-1,150,7.3009e-26
Cl35,17,35,-1,150,0.00030573
Cl36,17,36,-1,150,2.0446e-06
Cl37,17,37,-1,150,2.9871e-05
Cl38,17,38,-1,150,3.8695e-11
Ar36,18,36,-1,150,0.013648
Ar37,18,37,-1,150,5.0677e-05
Ar38,18,38,-1,150,0.0017744
Ar39,18,39,-1,150,1.2504e-06
Ar40,18,40,-1,150,7.4426e-07
Ar41,18,41,-1,150,3.6853e-10
K37,19,37,-1,150,5.8461e-31
K38,19,38,-1,150,7.0651e-14
K39,19,39,-1,150,0.00018081
K40,19,40,-1,150,8.4866e-07
K41,19,41,-1,150,1.4754e-06
K42,19,42,-1,150,7.5926e-08
Ca40,20,40,-1,150,0.011684
Ca41,20,41,-1,150,1.5326e-05
Ca42,20,42,-1,150,6.2867e-05
Ca43,20,43,-1,150,2.9361e-06
Ca44,20,44,-1,150,1.7168e-05
Ca45,20,45,-1,150,5.9758e-07
Ca46,20,46,-1,150,3.8695e-07
Ca47,20,47,-1,150,9.2802e-09
Ca48,20,48,-1,150,4.6873e-07
Ca49,20,49,-1,150,9.1062e-19
Sc41,21,41,-1,150,1.1941e-44
Sc42,21,42,-1,150,3.8405e-39
Sc43,21,43,-1,150,2.991e-08
Sc44,21,44,-1,150,7.52e-09
Sc45,21,45,-1,150,2.5228e-06
Sc46,21,46,-1,150,2.7754e-07
Sc47,21,47,-1,150,8.2382e-08
Sc48,21,48,-1,150,2.2621e-08
Sc49,21,49,-1,150,2.1061e-11
Ti44,22,44,-1,150,3.9367e-05
Ti45,22,45,-1,150,1.0991e-07
Ti46,22,46,-1,150,3.263e-05
Ti47,22,47,-1,150,3.5783e-06
Ti48,22,48,-1,150,9.2122e-06
Ti49,22,49,-1,150,4.2769e-06
Ti50,22,50,-1,150,9.6157e-06
Ti51,22,51,-1,150,2.4849e-16
V45,23,45,-1,150,2.7325e-51
V46,23,46,-1,150,3.2100999999999998e-50
V47,23,47,-1,150,1.5062e-10
V48,23,48,-1,150,1.2493e-07
