name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-2,300,0.31585
C13,6,13,-2,300,4.8505e-05
C14,6,14,-2,300,0.0010511
N13,7,13,-2,300,1.5947e-12
N14,7,14,-2,300,0.015888
N15,7,15,-2,300,0.00031172
N16,7,16,-2,300,6.477699999999999e-28
O15,8,15,-2,300,8.345e-16
O16,8,16,-2,300,3.7066
O17,8,17,-2,300,0.00013429
O18,8,18,-2,300,0.041323
O19,8,19,-2,300,3.9855e-21
F17,0,17,-2,300,4.1438e-17
F18,0,18,-2,300,1.6373e-07
F19,0,19,-2,300,0.00019593
F20,0,20,-2,300,2.2552000000000003e-19
Ne20,10,20,-2,300,0.17943
Ne21,10,21,-2,300,0.0021246
Ne22,10,22,-2,300,0.11678
Ne23,10,23,-2,300,4.3622e-15
Na21,11,21,-2,300,1.6715e-15
Na22,11,22,-2,300,6.1789e-07
Na23,11,23,-2,300,0.0013785
Na24,11,24,-2,300,7.5811e-07
Mg23,12,23,-2,300,4.6895e-15
Mg24,12,24,-2,300,0.037297
Mg25,12,25,-2,300,0.032827
Mg26,12,26,-2,300,0.042688
Mg27,12,27,-2,300,3.0823e-11
Al25,13,25,-2,300,2.0706e-17
Al26,13,26,-2,300,5.4455e-05
Al27,13,27,-2,300,0.0031995
Al28,13,28,-2,300,3.12e-13
Si27,14,27,-2,300,8.1271e-19
Si28,14,28,-2,300,0.19064
Si29,14,29,-2,300,0.005391
Si30,14,30,-2,300,0.0065096
Si31,14,31,-2,300,2.8766e-07
Si32,14,32,-2,300,4.2025e-08
P29,15,29,-2,300,8.658699999999999e-21
P30,15,30,-2,300,2.1589e-12
P31,15,31,-2,300,0.0016912
P32,15,32,-2,300,5.281e-06
P33,15,33,-2,300,3.3267e-06
P34,15,34,-2,300,8.887e-20
S31,16,31,-2,300,1.7266999999999999e-22
S32,16,32,-2,300,0.11262
S33,16,33,-2,300,0.00093684
S34,16,34,-2,300,0.010498
S35,16,35,-2,300,7.8933e-06
S36,16,36,-2,300,4.9894e-06
S37,16,37,-2,300,3.6866000000000004e-19
Cl33,17,33,-2,300,1.3880000000000002e-25
Cl34,17,34,-2,300,2.1301e-26
Cl35,17,35,-2,300,0.00065596
Cl36,17,36,-2,300,6.1562e-06
Cl37,17,37,-2,300,9.1488e-06
Cl38,17,38,-2,300,3.2276e-12
Ar36,18,36,-2,300,0.021335
Ar37,18,37,-2,300,9.4388e-05
Ar38,18,38,-2,300,0.0058211
Ar39,18,39,-2,300,3.6299e-07
Ar40,18,40,-2,300,3.0536e-07
Ar41,18,41,-2,300,4.514e-11
K37,19,37,-2,300,4.4477e-33
K38,19,38,-2,300,1.0896e-13
K39,19,39,-2,300,0.00042456
K40,19,40,-2,300,5.9635e-07
K41,19,41,-2,300,2.8e-07
K42,19,42,-2,300,1.0818e-08
Ca40,20,40,-2,300,0.018465
Ca41,20,41,-2,300,2.6106e-05
Ca42,20,42,-2,300,0.00022312
Ca43,20,43,-2,300,7.3088e-07
Ca44,20,44,-2,300,1.5311e-06
Ca45,20,45,-2,300,1.8782e-07
Ca46,20,46,-2,300,2.5851e-07
Ca47,20,47,-2,300,6.0352e-08
Ca48,20,48,-2,300,5.3034e-08
Ca49,20,49,-2,300,2.2364e-18
Sc41,21,41,-2,300,5.5937e-46
Sc42,21,42,-2,300,2.3016e-41
Sc43,21,43,-2,300,2.8919e-08
Sc44,21,44,-2,300,1.062e-08
Sc45,21,45,-2,300,9.728e-07
Sc46,21,46,-2,300,2.6869e-08
Sc47,21,47,-2,300,2.8976e-08
Sc48,21,48,-2,300,8.2154e-09
Sc49,21,49,-2,300,2.6712e-11
Ti44,22,44,-2,300,3.2447e-05
Ti45,22,45,-2,300,2.1547e-07
Ti46,22,46,-2,300,8.4942e-05
Ti47,22,47,-2,300,2.1573e-06
Ti48,22,48,-2,300,1.261e-06
Ti49,22,49,-2,300,3.4047e-07
Ti50,22,50,-2,300,2.4293e-06
Ti51,22,51,-2,300,1.6327e-15
V45,23,45,-2,300,2.8915e-52
V46,23,46,-2,300,8.3993e-52
V47,23,47,-2,300,1.2702e-10
V48,23,48,-2,300,2.5436e-07
V49,23,49,-2,300,3.4604e-06
V50,23,50,-2,300,2.167e-08
V51,23,51,-2,300,4.3764e-07
V52,23,52,-2,300,3.8037e-15
Cr48,24,48,-2,300,7.6557e-05
Cr49,24,49,-2,300,6.6472e-09
Cr50,24,50,-2,300,0.00013189
Cr51,24,51,-2,300,9.8382e-06
Cr52,24,52,-2,300,2.3398e-05
Cr53,24,53,-2,300,3.5513e-07
Cr54,24,54,-2,300,1.2596e-06
Cr55,24,55,-2,300,3.1086e-16
Mn50,25,50,-2,300,1.3038e-59
Mn51,25,51,-2,300,1.2639e-08
Mn52,25,52,-2,300,0.00014595
Mn53,25,53,-2,300,6.2163e-05
Mn54,25,54,-2,300,1.0603e-07
Mn55,25,55,-2,300,1.5229e-06
Mn56,25,56,-2,300,4.0578e-09
Mn57,25,57,-2,300,8.6109e-18
Fe52,26,52,-2,300,0.00043894
Fe53,26,53,-2,300,7.8812e-15
Fe54,26,54,-2,300,0.0050089
