name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,150,0.37498
C13,6,13,-3,150,7.2642e-05
C14,6,14,-3,150,0.00099374
N13,7,13,-3,150,2.7645e-13
N14,7,14,-3,150,0.016648
N15,7,15,-3,150,6.1804e-05
N16,7,16,-3,150,1.2356000000000001e-29
O15,8,15,-3,150,2.5057e-16
O16,8,16,-3,150,2.0122
O17,8,17,-3,150,1.7522e-05
O18,8,18,-3,150,0.00023629
O19,8,19,-3,150,4.903e-23
F17,0,17,-3,150,6.209600000000001e-19
F18,0,18,-3,150,1.7659e-06
F19,0,19,-3,150,0.0015285
F20,0,20,-3,150,9.408100000000001e-24
Ne20,10,20,-3,150,0.048063
Ne21,10,21,-3,150,0.00046871
Ne22,10,22,-3,150,0.038856
Ne23,10,23,-3,150,3.9375e-17
Na21,11,21,-3,150,3.7551e-14
Na22,11,22,-3,150,1.8904e-06
Na23,11,23,-3,150,0.00019657
Na24,11,24,-3,150,2.8829e-09
Mg23,12,23,-3,150,3.844e-15
Mg24,12,24,-3,150,0.011888
Mg25,12,25,-3,150,0.0015434
Mg26,12,26,-3,150,0.00023779
Mg27,12,27,-3,150,1.9813e-14
Al25,13,25,-3,150,9.3169e-17
Al26,13,26,-3,150,3.9944e-05
Al27,13,27,-3,150,0.00030186
Al28,13,28,-3,150,1.4513e-16
Si27,14,27,-3,150,7.7834e-20
Si28,14,28,-3,150,0.18139
Si29,14,29,-3,150,0.00035801
Si30,14,30,-3,150,0.00014587
Si31,14,31,-3,150,7.0894e-11
Si32,14,32,-3,150,5.7581e-13
P29,15,29,-3,150,1.9907e-20
P30,15,30,-3,150,1.0774e-13
P31,15,31,-3,150,0.00025323
P32,15,32,-3,150,2.6449e-08
P33,15,33,-3,150,2.1944e-08
P34,15,34,-3,150,6.3849e-26
S31,16,31,-3,150,3.9628e-26
S32,16,32,-3,150,0.13275
S33,16,33,-3,150,0.00073349
S34,16,34,-3,150,0.0015255
S35,16,35,-3,150,4.0111e-08
S36,16,36,-3,150,4.2067e-09
S37,16,37,-3,150,1.2185999999999998e-21
Cl33,17,33,-3,150,2.1829e-24
Cl34,17,34,-3,150,4.9182e-26
Cl35,17,35,-3,150,0.0003804
Cl36,17,36,-3,150,4.3031e-07
Cl37,17,37,-3,150,6.4487e-07
Cl38,17,38,-3,150,4.8576e-14
Ar36,18,36,-3,150,0.02726
Ar37,18,37,-3,150,0.00015185
Ar38,18,38,-3,150,0.0020195
Ar39,18,39,-3,150,2.1061e-08
Ar40,18,40,-3,150,4.8115e-09
Ar41,18,41,-3,150,1.1892e-14
K37,19,37,-3,150,1.1164999999999999e-32
K38,19,38,-3,150,1.4075e-12
K39,19,39,-3,150,0.00053711
K40,19,40,-3,150,1.3614e-07
K41,19,41,-3,150,1.6045e-08
K42,19,42,-3,150,1.3168e-11
Ca40,20,40,-3,150,0.015407
