name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-1,0,0.13429
C13,6,13,-1,0,0.00012623
C14,6,14,-1,0,2.0911e-07
N13,7,13,-1,0,3.2311e-13
N14,7,14,-1,0,0.0076912
N15,7,15,-1,0,8.622e-07
N16,7,16,-1,0,3.1101e-28
O15,8,15,-1,0,6.4287e-16
O16,8,16,-1,0,0.27875
O17,8,17,-1,0,1.8574e-05
O18,8,18,-1,0,0.0012714
O19,8,19,-1,0,6.582699999999999e-22
F17,0,17,-1,0,7.8839e-26
F18,0,18,-1,0,2.4928e-08
F19,0,19,-1,0,3.8944e-07
F20,0,20,-1,0,8.6623e-21
Ne20,10,20,-1,0,0.050232
Ne21,10,21,-1,0,4.0288e-05
Ne22,10,22,-1,0,0.0029831
Ne23,10,23,-1,0,9.4733e-16
Na21,11,21,-1,0,1.4788e-15
Na22,11,22,-1,0,1.7606e-07
Na23,11,23,-1,0,0.00045054
Na24,11,24,-1,0,7.2821e-08
Mg23,12,23,-1,0,6.5248e-14
Mg24,12,24,-1,0,0.02085
Mg25,12,25,-1,0,0.00064561
Mg26,12,26,-1,0,0.00075264
Mg27,12,27,-1,0,4.0738e-12
Al25,13,25,-1,0,1.3627e-18
Al26,13,26,-1,0,2.3343e-05
Al27,13,27,-1,0,0.0015174
Al28,13,28,-1,0,2.1121e-11
Si27,14,27,-1,0,1.3956e-14
Si28,14,28,-1,0,0.051206
Si29,14,29,-1,0,0.00068675
Si30,14,30,-1,0,0.0011074
Si31,14,31,-1,0,4.7386e-09
Si32,14,32,-1,0,3.2809e-10
P29,15,29,-1,0,9.829299999999999e-21
P30,15,30,-1,0,1.7012e-11
P31,15,31,-1,0,0.00025423
P32,15,32,-1,0,1.6202e-07
P33,15,33,-1,0,9.452e-08
P34,15,34,-1,0,2.5516000000000003e-19
S31,16,31,-1,0,4.9644e-18
S32,16,32,-1,0,0.016208
S33,16,33,-1,0,0.00013538
S34,16,34,-1,0,0.00072266
S35,16,35,-1,0,6.9138e-08
S36,16,36,-1,0,2.1572e-07
S37,16,37,-1,0,3.2499e-18
Cl33,17,33,-1,0,6.784e-24
Cl34,17,34,-1,0,6.4165e-23
Cl35,17,35,-1,0,5.0905e-05
Cl36,17,36,-1,0,2.5789e-07
Cl37,17,37,-1,0,4.1929e-06
Cl38,17,38,-1,0,6.817e-13
Ar36,18,36,-1,0,0.00281
Ar37,18,37,-1,0,6.5506e-06
Ar38,18,38,-1,0,0.00027507
Ar39,18,39,-1,0,7.6125e-08
Ar40,18,40,-1,0,7.7854e-08
Ar41,18,41,-1,0,1.4527e-12
K37,19,37,-1,0,1.5527e-32
K38,19,38,-1,0,8.5886e-14
K39,19,39,-1,0,2.7418e-05
K40,19,40,-1,0,5.3315e-08
K41,19,41,-1,0,2.936e-07
K42,19,42,-1,0,4.0342e-10
Ca40,20,40,-1,0,0.0024525
Ca41,20,41,-1,0,2.0465e-06
Ca42,20,42,-1,0,8.3785e-06
Ca43,20,43,-1,0,4.8907e-07
Ca44,20,44,-1,0,4.1023e-06
Ca45,20,45,-1,0,3.7481e-08
Ca46,20,46,-1,0,2.2022e-08
Ca47,20,47,-1,0,2.0074e-11
Ca48,20,48,-1,0,3.5864e-07
Ca49,20,49,-1,0,3.2147e-17
Sc41,21,41,-1,0,5.479e-48
Sc42,21,42,-1,0,1.2515e-39
Sc43,21,43,-1,0,3.1866e-08
Sc44,21,44,-1,0,1.3251e-09
Sc45,21,45,-1,0,1.9726e-07
Sc46,21,46,-1,0,9.3649e-09
Sc47,21,47,-1,0,4.2463e-10
Sc48,21,48,-1,0,2.8243e-10
Sc49,21,49,-1,0,2.2387e-13
Ti44,22,44,-1,0,2.269e-05
Ti45,22,45,-1,0,1.9674e-08
Ti46,22,46,-1,0,5.0097e-06
Ti47,22,47,-1,0,1.0467e-06
Ti48,22,48,-1,0,5.136e-06
Ti49,22,49,-1,0,4.8729e-07
Ti50,22,50,-1,0,5.1678e-07
Ti51,22,51,-1,0,1.5245e-15
V45,23,45,-1,0,1.5743e-47
V46,23,46,-1,0,2.8077999999999998e-46
V47,23,47,-1,0,1.1269e-10
V48,23,48,-1,0,1.9606e-08
V49,23,49,-1,0,1.5136e-06
V50,23,50,-1,0,5.1489e-09
V51,23,51,-1,0,3.7768e-07
V52,23,52,-1,0,1.6267e-15
Cr48,24,48,-1,0,5.7407e-05
Cr49,24,49,-1,0,3.199e-09
Cr50,24,50,-1,0,1.1718e-05
Cr51,24,51,-1,0,3.0019e-06
Cr52,24,52,-1,0,1.7346e-05
Cr53,24,53,-1,0,1.7686e-06
Cr54,24,54,-1,0,6.5985e-07
Cr55,24,55,-1,0,1.7825e-15
Mn50,25,50,-1,0,4.6888e-55
Mn51,25,51,-1,0,7.7166e-09
Mn52,25,52,-1,0,9.0157e-05
Mn53,25,53,-1,0,2.8496e-05
Mn54,25,54,-1,0,1.1833e-08
Mn55,25,55,-1,0,1.2652e-05
Mn56,25,56,-1,0,9.8617e-10
Mn57,25,57,-1,0,7.5863e-19
Fe52,26,52,-1,0,0.00026933
Fe53,26,53,-1,0,1.4612e-14
Fe54,26,54,-1,0,0.00076546
Fe55,26,55,-1,0,2.404e-05
Fe56,26,56,-1,0,0.0013262
Fe57,26,57,-1,0,3.6005e-05
Fe58,26,58,-1,0,1.4175e-05
Fe59,26,59,-1,0,3.8725e-07
Fe60,26,60,-1,0,1.8359e-07
Fe61,26,61,-1,0,1.182e-15
Co54,27,54,-1,0,1.0929e-59
Co55,27,55,-1,0,9.9876e-05
Co56,27,56,-1,0,1.6896e-06
Co57,27,57,-1,0,0.00013757
Co58,27,58,-1,0,2.4651e-07
Co59,27,59,-1,0,8.8125e-06
Co60,27,60,-1,0,2.1565e-07
Co61,27,61,-1,0,1.2864e-09
Ni56,28,56,-1,0,0.07
Ni57,28,57,-1,0,0.002582
Ni58,28,58,-1,0,0.0041781
Ni59,28,59,-1,0,0.0001554
Ni60,28,60,-1,0,0.0016004
Ni61,28,61,-1,0,5.2531e-05
Ni62,28,62,-1,0,2.0626e-05
Ni63,28,63,-1,0,8.9013e-07
Ni64,28,64,-1,0,2.2152e-06
Ni65,28,65,-1,0,2.148e-10
Cu57,29,57,-1,0,1.0929e-59
Cu58,29,58,-1,0,1.1864e-33
Cu59,29,59,-1,0,4.11e-19
Cu60,29,60,-1,0,3.5416e-08
Cu61,29,61,-1,0,3.9124e-05
Cu62,29,62,-1,0,4.6481e-07
Cu63,29,63,-1,0,1.8816e-06
Cu64,29,64,-1,0,2.8793e-08
Cu65,29,65,-1,0,7.8053e-07
Cu66,29,66,-1,0,3.1566e-14
Zn60,30,60,-1,0,1.5713999999999998e-22
Zn61,30,61,-1,0,1.0239e-21
Zn62,30,62,-1,0,0.00063011
Zn63,30,63,-1,0,1.1969e-09
Zn64,30,64,-1,0,9.2634e-06
Zn65,30,65,-1,0,8.3235e-07
Zn66,30,66,-1,0,4.0221e-06
Zn67,30,67,-1,0,1.74e-07
Zn68,30,68,-1,0,7.745e-07
Zn69,30,69,-1,0,1.523e-11
Zn70,30,70,-1,0,1.3191e-08
Zn71,30,71,-1,0,1.506e-18
Ga62,31,62,-1,0,1.0929e-59
Ga63,31,63,-1,0,2.4467e-30
Ga64,31,64,-1,0,2.4515e-23
Ga65,31,65,-1,0,1.71e-13
Ga66,31,66,-1,0,7.0445e-06
Ga67,31,67,-1,0,2.5953e-08
Ga68,31,68,-1,0,2.8406e-11
Ga69,31,69,-1,0,1.0602e-07
Ga70,31,70,-1,0,4.571e-13
Ga71,31,71,-1,0,5.9294e-08
Ga72,31,72,-1,0,1.8484e-10
Ge64,32,64,-1,0,3.8636e-31
Ge65,32,65,-1,0,1.0914e-33
Ge66,32,66,-1,0,1.3839e-06
Ge67,32,67,-1,0,5.9496e-15
Ge68,32,68,-1,0,7.8077e-09
Ge69,32,69,-1,0,4.6837e-10
Ge70,32,70,-1,0,1.6897e-07
Ge71,32,71,-1,0,4.9522e-09
Ge72,32,72,-1,0,1.4812e-07
Ge73,32,73,-1,0,3.8691e-08
Ge74,32,74,-1,0,1.7198e-07
Ge75,32,75,-1,0,6.8385e-12
Ge76,32,76,-1,0,2.0858e-08
Ge77,32,77,-1,0,8.2113e-13
As71,33,71,-1,0,1.5133e-11
As72,33,72,-1,0,2.7064e-11
As73,33,73,-1,0,1.1099e-09
As74,33,74,-1,0,2.4009e-10
As75,33,75,-1,0,2.3172e-08
As76,33,76,-1,0,2.4646e-10
As77,33,77,-1,0,5.9271e-10
Se74,34,74,-1,0,5.4868e-09
Se75,34,75,-1,0,5.4217e-10
Se76,34,76,-1,0,3.4569e-08
Se77,34,77,-1,0,1.5729e-08
Se78,34,78,-1,0,6.2491e-08
Se79,34,79,-1,0,5.427e-09
Se80,34,80,-1,0,8.8501e-08
Se81,34,81,-1,0,8.7884e-15
Se82,34,82,-1,0,1.2748e-08
Se83,34,83,-1,0,1.072e-16
Br75,35,75,-1,0,4.7665e-15
Br76,35,76,-1,0,1.5224e-12
Br77,35,77,-1,0,4.2168e-11
Br78,35,78,-1,0,1.9875e-16
Br79,35,79,-1,0,1.1564e-08
Br80,35,80,-1,0,5.3368e-14
Br81,35,81,-1,0,1.5051e-08
Br82,35,82,-1,0,5.4934e-11
Br83,35,83,-1,0,4.7159e-11
Kr78,36,78,-1,0,6.184e-10
Kr79,36,79,-1,0,1.7168e-11
Kr80,36,80,-1,0,5.4695e-09
Kr81,36,81,-1,0,6.3507e-10
Kr82,36,82,-1,0,2.3103e-08
Kr83,36,83,-1,0,1.6328e-08
Kr84,36,84,-1,0,8.1485e-08
Kr85,36,85,-1,0,3.2448e-09
Kr86,36,86,-1,0,2.6788e-08
Kr87,36,87,-1,0,9.92e-15
Rb79,37,79,-1,0,5.340600000000001e-19
Rb80,37,80,-1,0,1.5455999999999998e-21
Rb81,37,81,-1,0,8.961e-14
Rb82,37,82,-1,0,1.5978e-13
Rb83,37,83,-1,0,2.7984e-11
Rb84,37,84,-1,0,4.6934e-12
Rb85,37,85,-1,0,1.7687e-08
Rb86,37,86,-1,0,4.1342e-10
Rb87,37,87,-1,0,9.4575e-09
Rb88,37,88,-1,0,5.3746e-16
Sr84,38,84,-1,0,6.5096e-10
Sr85,38,85,-1,0,2.602e-11
Sr86,38,86,-1,0,8.9697e-09
Sr87,38,87,-1,0,5.2934e-09
Sr88,38,88,-1,0,5.6707e-08
Sr89,38,89,-1,0,3.1198e-10
Sr90,38,90,-1,0,1.0418e-10
Sr91,38,91,-1,0,2.2067e-14
Y85,39,85,-1,0,2.6153e-16
Y86,39,86,-1,0,6.8104e-15
Y87,39,87,-1,0,1.3874e-12
Y88,39,88,-1,0,3.9955e-12
Y89,39,89,-1,0,1.4103e-08
Y90,39,90,-1,0,1.6011e-11
Y91,39,91,-1,0,3.21e-11
Zr90,40,90,-1,0,1.6217e-08
Zr91,40,91,-1,0,3.465e-09
Zr92,40,92,-1,0,5.4074e-09
Zr93,40,93,-1,0,1.935e-10
Zr94,40,94,-1,0,5.3228e-09
Zr95,40,95,-1,0,4.2554e-11
Zr96,40,96,-1,0,6.745e-11
Zr97,40,97,-1,0,2.5088e-15
Nb91,41,91,-1,0,5.5307e-12
Nb92,41,92,-1,0,7.0961e-13
Nb93,41,93,-1,0,2.039e-09
