name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-3,150,0.54936
C13,6,13,-3,150,0.00037099
C14,6,14,-3,150,0.0034495
N13,7,13,-3,150,6.2081e-12
N14,7,14,-3,150,0.048963
N15,7,15,-3,150,0.00057642
N16,7,16,-3,150,1.0317e-23
O15,8,15,-3,150,2.4829e-15
O16,8,16,-3,150,3.1152
O17,8,17,-3,150,0.00034817
O18,8,18,-3,150,0.010496
O19,8,19,-3,150,3.9879e-18
F17,0,17,-3,150,2.0659e-17
F18,0,18,-3,150,3.1999e-08
F19,0,19,-3,150,0.0010243
F20,0,20,-3,150,1.2289e-16
Ne20,10,20,-3,150,0.10717
Ne21,10,21,-3,150,0.0011095
Ne22,10,22,-3,150,0.058598
Ne23,10,23,-3,150,7.9343e-14
Na21,11,21,-3,150,2.0988e-15
Na22,11,22,-3,150,2.5351e-06
Na23,11,23,-3,150,0.0005782
Na24,11,24,-3,150,2.0318e-08
Mg23,12,23,-3,150,2.054e-16
Mg24,12,24,-3,150,0.051969
Mg25,12,25,-3,150,0.0054225
Mg26,12,26,-3,150,0.0046688
Mg27,12,27,-3,150,1.6384e-12
Al25,13,25,-3,150,1.0698e-18
Al26,13,26,-3,150,7.114e-05
Al27,13,27,-3,150,0.0018085
Al28,13,28,-3,150,4.7372e-14
Si27,14,27,-3,150,4.0111999999999996e-21
Si28,14,28,-3,150,0.16201
Si29,14,29,-3,150,0.00095138
Si30,14,30,-3,150,0.0008227
Si31,14,31,-3,150,9.2612e-10
Si32,14,32,-3,150,1.0617e-11
P29,15,29,-3,150,7.629099999999999e-21
P30,15,30,-3,150,8.6788e-13
P31,15,31,-3,150,0.00034595
P32,15,32,-3,150,9.6882e-08
P33,15,33,-3,150,8.0351e-08
P34,15,34,-3,150,1.0177e-19
S31,16,31,-3,150,7.1845e-27
S32,16,32,-3,150,0.05661
S33,16,33,-3,150,0.0003125
S34,16,34,-3,150,0.00069278
S35,16,35,-3,150,3.3606e-08
S36,16,36,-3,150,1.3695e-08
S37,16,37,-3,150,2.7063e-19
Cl33,17,33,-3,150,2.4387999999999998e-26
Cl34,17,34,-3,150,5.3603e-27
Cl35,17,35,-3,150,7.0344e-05
Cl36,17,36,-3,150,1.7514e-07
Cl37,17,37,-3,150,4.1382e-07
Cl38,17,38,-3,150,2.313e-13
Ar36,18,36,-3,150,0.010723
Ar37,18,37,-3,150,2.8094e-05
Ar38,18,38,-3,150,0.00031125
Ar39,18,39,-3,150,1.8103e-08
Ar40,18,40,-3,150,1.9429e-08
Ar41,18,41,-3,150,1.3302e-13
K37,19,37,-3,150,1.0508e-34
K38,19,38,-3,150,1.4082e-13
K39,19,39,-3,150,5.945e-05
K40,19,40,-3,150,1.1969e-08
K41,19,41,-3,150,1.202e-08
K42,19,42,-3,150,6.8851e-11
Ca40,20,40,-3,150,0.0097927
Ca41,20,41,-3,150,7.4971e-06
Ca42,20,42,-3,150,9.4513e-06
Ca43,20,43,-3,150,8.0352e-08
Ca44,20,44,-3,150,1.544e-07
Ca45,20,45,-3,150,1.7971e-08
Ca46,20,46,-3,150,3.0738e-08
Ca47,20,47,-3,150,8.662e-09
Ca48,20,48,-3,150,6.2934e-09
Ca49,20,49,-3,150,1.4329e-18
Sc41,21,41,-3,150,7.6797e-48
Sc42,21,42,-3,150,5.443300000000001e-41
Sc43,21,43,-3,150,2.1547e-08
Sc44,21,44,-3,150,8.2796e-10
Sc45,21,45,-3,150,2.3363e-07
Sc46,21,46,-3,150,1.7801e-09
Sc47,21,47,-3,150,1.8246e-09
Sc48,21,48,-3,150,6.1982e-11
Sc49,21,49,-3,150,1.1376e-13
Ti44,22,44,-3,150,3.5527e-05
Ti45,22,45,-3,150,7.0066e-08
Ti46,22,46,-3,150,5.4119e-06
Ti47,22,47,-3,150,2.9819e-07
Ti48,22,48,-3,150,7.6532e-08
Ti49,22,49,-3,150,2.2328e-08
Ti50,22,50,-3,150,5.959e-08
Ti51,22,51,-3,150,4.9151e-17
V45,23,45,-3,150,1.7961e-54
V46,23,46,-3,150,2.1596999999999998e-58
V47,23,47,-3,150,7.8307e-11
V48,23,48,-3,150,1.9385e-08
V49,23,49,-3,150,2.1246e-06
V50,23,50,-3,150,4.0479e-10
V51,23,51,-3,150,9.313e-09
V52,23,52,-3,150,2.1824e-17
Cr48,24,48,-3,150,9.9108e-05
Cr49,24,49,-3,150,4.6386e-09
Cr50,24,50,-3,150,8.6819e-06
Cr51,24,51,-3,150,1.723e-06
Cr52,24,52,-3,150,1.0891e-06
Cr53,24,53,-3,150,2.3061e-08
Cr54,24,54,-3,150,3.0417e-08
Cr55,24,55,-3,150,1.5105e-17
Mn50,25,50,-3,150,1.5257999999999999e-59
Mn51,25,51,-3,150,4.2934e-09
Mn52,25,52,-3,150,0.00019345
Mn53,25,53,-3,150,4.0299e-05
Mn54,25,54,-3,150,1.4613e-09
Mn55,25,55,-3,150,1.4024e-07
Mn56,25,56,-3,150,7.3453e-11
Mn57,25,57,-3,150,3.6251e-23
Fe52,26,52,-3,150,0.00058414
Fe53,26,53,-3,150,1.7666e-13
Fe54,26,54,-3,150,0.00032473
Fe55,26,55,-3,150,1.8602e-05
Fe56,26,56,-3,150,2.0084e-05
Fe57,26,57,-3,150,5.841e-07
Fe58,26,58,-3,150,9.9518e-07
Fe59,26,59,-3,150,1.045e-07
Fe60,26,60,-3,150,2.3438e-07
Fe61,26,61,-3,150,3.1826e-16
Co54,27,54,-3,150,1.5257999999999999e-59
Co55,27,55,-3,150,7.4941e-05
Co56,27,56,-3,150,6.5228e-07
Co57,27,57,-3,150,0.00010964
Co58,27,58,-3,150,1.0692e-08
Co59,27,59,-3,150,3.8528e-07
Co60,27,60,-3,150,2.6439e-08
Co61,27,61,-3,150,4.7366e-10
Ni56,28,56,-3,150,0.07
Ni57,28,57,-3,150,0.0021127
Ni58,28,58,-3,150,0.0041691
Ni59,28,59,-3,150,6.4035e-05
Ni60,28,60,-3,150,0.001561
Ni61,28,61,-3,150,3.3517e-05
Ni62,28,62,-3,150,1.0994e-05
Ni63,28,63,-3,150,1.179e-07
Ni64,28,64,-3,150,4.6168e-07
Ni65,28,65,-3,150,2.8666e-10
Cu57,29,57,-3,150,1.5257999999999999e-59
Cu58,29,58,-3,150,4.1125e-43
Cu59,29,59,-3,150,5.9568e-23
Cu60,29,60,-3,150,3.2466e-08
Cu61,29,61,-3,150,2.6332e-05
Cu62,29,62,-3,150,3.5623e-07
Cu63,29,63,-3,150,1.5179e-05
Cu64,29,64,-3,150,6.2559e-09
Cu65,29,65,-3,150,1.8472e-07
Cu66,29,66,-3,150,1.6581e-15
Zn60,30,60,-3,150,5.0023999999999995e-22
Zn61,30,61,-3,150,4.146e-23
Zn62,30,62,-3,150,0.00055959
Zn63,30,63,-3,150,2.1145e-08
Zn64,30,64,-3,150,2.6941e-05
Zn65,30,65,-3,150,5.354e-07
Zn66,30,66,-3,150,2.441e-06
Zn67,30,67,-3,150,3.8785e-08
Zn68,30,68,-3,150,2.1225e-07
Zn69,30,69,-3,150,3.3233e-11
Zn70,30,70,-3,150,1.9008e-09
Zn71,30,71,-3,150,1.4549e-22
Ga62,31,62,-3,150,1.5257999999999999e-59
Ga63,31,63,-3,150,2.6823000000000002e-34
Ga64,31,64,-3,150,1.8518e-23
Ga65,31,65,-3,150,1.0579e-13
Ga66,31,66,-3,150,5.6428e-06
Ga67,31,67,-3,150,2.9962e-08
Ga68,31,68,-3,150,3.0448e-11
Ga69,31,69,-3,150,3.3347e-08
Ga70,31,70,-3,150,5.6894e-13
Ga71,31,71,-3,150,1.5167e-08
Ga72,31,72,-3,150,4.9769e-10
Ge64,32,64,-3,150,4.6734e-30
Ge65,32,65,-3,150,1.2016999999999999e-39
Ge66,32,66,-3,150,1.1049e-06
Ge67,32,67,-3,150,1.4235e-14
Ge68,32,68,-3,150,2.8765e-08
Ge69,32,69,-3,150,6.2928e-10
Ge70,32,70,-3,150,6.5234e-08
Ge71,32,71,-3,150,7.309e-09
Ge72,32,72,-3,150,4.9722e-08
Ge73,32,73,-3,150,1.4365e-08
Ge74,32,74,-3,150,7.812e-08
Ge75,32,75,-3,150,1.3132e-11
Ge76,32,76,-3,150,5.7241e-10
Ge77,32,77,-3,150,1.6266e-11
As71,33,71,-3,150,1.6784e-11
As72,33,72,-3,150,3.5802e-11
As73,33,73,-3,150,5.2513e-10
As74,33,74,-3,150,7.0848e-11
As75,33,75,-3,150,8.9988e-09
As76,33,76,-3,150,6.5614e-11
As77,33,77,-3,150,1.5608e-10
Se74,34,74,-3,150,2.8506e-09
Se75,34,75,-3,150,4.1919e-10
Se76,34,76,-3,150,1.9494e-08
Se77,34,77,-3,150,6.8526e-09
Se78,34,78,-3,150,4.391e-08
Se79,34,79,-3,150,8.564e-09
Se80,34,80,-3,150,5.0784e-08
Se81,34,81,-3,150,5.9844e-15
Se82,34,82,-3,150,1.8571e-10
Se83,34,83,-3,150,3.5646e-16
Br75,35,75,-3,150,1.7427e-14
Br76,35,76,-3,150,4.4796e-12
Br77,35,77,-3,150,4.672e-11
Br78,35,78,-3,150,5.3505e-17
Br79,35,79,-3,150,1.1828e-09
Br80,35,80,-3,150,2.8682e-14
Br81,35,81,-3,150,9.0759e-09
Br82,35,82,-3,150,1.3256e-11
Br83,35,83,-3,150,1.2823e-11
Kr78,36,78,-3,150,1.829e-10
Kr79,36,79,-3,150,2.9544e-11
Kr80,36,80,-3,150,2.036e-09
Kr81,36,81,-3,150,4.7084e-10
Kr82,36,82,-3,150,2.5264e-08
Kr83,36,83,-3,150,9.6993e-09
Kr84,36,84,-3,150,5.2194e-08
Kr85,36,85,-3,150,1.6777e-08
Kr86,36,86,-3,150,8.2858e-08
Kr87,36,87,-3,150,9.4023e-15
Rb79,37,79,-3,150,1.6161e-18
Rb80,37,80,-3,150,2.1291e-27
