name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-1,150,0.31511
C13,6,13,-1,150,0.00030397
C14,6,14,-1,150,0.00084018
N13,7,13,-1,150,3.6918e-14
N14,7,14,-1,150,0.069286
N15,7,15,-1,150,0.00034777
N16,7,16,-1,150,8.694200000000001e-27
O15,8,15,-1,150,4.5537e-17
O16,8,16,-1,150,1.2382
O17,8,17,-1,150,0.00016328
O18,8,18,-1,150,0.02251
O19,8,19,-1,150,2.1381e-21
F17,0,17,-1,150,3.2666000000000004e-19
F18,0,18,-1,150,2.55e-07
F19,0,19,-1,150,2.0877e-05
F20,0,20,-1,150,4.167e-21
Ne20,10,20,-1,150,0.0679
Ne21,10,21,-1,150,0.00027289
Ne22,10,22,-1,150,0.014279
Ne23,10,23,-1,150,1.2081e-15
Na21,11,21,-1,150,1.2479e-14
Na22,11,22,-1,150,5.8257e-07
Na23,11,23,-1,150,0.00076732
Na24,11,24,-1,150,2.031e-07
Mg23,12,23,-1,150,5.8342e-15
Mg24,12,24,-1,150,0.014492
Mg25,12,25,-1,150,0.0020253
Mg26,12,26,-1,150,0.0019721
Mg27,12,27,-1,150,2.6509e-13
Al25,13,25,-1,150,1.8937e-17
Al26,13,26,-1,150,4.4688e-05
Al27,13,27,-1,150,0.001103
Al28,13,28,-1,150,6.7332e-15
Si27,14,27,-1,150,1.5215000000000002e-19
Si28,14,28,-1,150,0.14216
Si29,14,29,-1,150,0.0007841
Si30,14,30,-1,150,0.00058152
Si31,14,31,-1,150,2.172e-09
Si32,14,32,-1,150,1.1906e-09
P29,15,29,-1,150,1.2398000000000001e-19
P30,15,30,-1,150,4.9765e-14
P31,15,31,-1,150,0.00043417
P32,15,32,-1,150,4.7522e-07
P33,15,33,-1,150,3.8265e-07
P34,15,34,-1,150,1.0241e-20
S31,16,31,-1,150,1.0557e-25
S32,16,32,-1,150,0.13344
S33,16,33,-1,150,0.0010357
S34,16,34,-1,150,0.0011383
S35,16,35,-1,150,1.3193e-06
S36,16,36,-1,150,9.72e-07
S37,16,37,-1,150,3.8406e-19
Cl33,17,33,-1,150,2.7725e-23
Cl34,17,34,-1,150,3.3665000000000005e-24
Cl35,17,35,-1,150,0.00064849
Cl36,17,36,-1,150,5.9835e-06
Cl37,17,37,-1,150,2.3583e-05
Cl38,17,38,-1,150,1.6726e-12
Ar36,18,36,-1,150,0.038211
Ar37,18,37,-1,150,0.0002426
Ar38,18,38,-1,150,0.0025391
Ar39,18,39,-1,150,1.4241e-06
Ar40,18,40,-1,150,3.108e-07
Ar41,18,41,-1,150,5.6541e-12
K37,19,37,-1,150,1.5058e-31
K38,19,38,-1,150,2.2392e-17
K39,19,39,-1,150,0.0013544
K40,19,40,-1,150,3.0777e-06
K41,19,41,-1,150,1.4532e-06
K42,19,42,-1,150,9.2106e-09
Ca40,20,40,-1,150,0.045684
Ca41,20,41,-1,150,0.00034127
Ca42,20,42,-1,150,0.00020353
Ca43,20,43,-1,150,3.807e-06
Ca44,20,44,-1,150,8.9773e-06
Ca45,20,45,-1,150,4.4627e-07
Ca46,20,46,-1,150,2.4889e-07
Ca47,20,47,-1,150,1.1809e-08
Ca48,20,48,-1,150,3.1828e-07
Ca49,20,49,-1,150,3.9337e-18
Sc41,21,41,-1,150,9.8406e-45
Sc42,21,42,-1,150,1.0036e-37
Sc43,21,43,-1,150,2.4467e-07
Sc44,21,44,-1,150,2.7187e-07
Sc45,21,45,-1,150,5.8551e-06
Sc46,21,46,-1,150,8.6621e-08
Sc47,21,47,-1,150,3.9089e-08
Sc48,21,48,-1,150,3.1215e-09
Sc49,21,49,-1,150,3.3528e-13
Ti44,22,44,-1,150,6.8634e-05
Ti45,22,45,-1,150,1.1805e-06
