name,Z,A,[Fe/H],Vel,YieldTot
C12,6,12,-2,0,0.40529
C13,6,13,-2,0,1.5771e-05
C14,6,14,-2,0,7.2361e-08
N13,7,13,-2,0,3.1039e-12
N14,7,14,-2,0,0.0011868
N15,7,15,-2,0,1.5448e-07
N16,7,16,-2,0,8.0046e-31
O15,8,15,-2,0,2.8832e-15
O16,8,16,-2,0,1.3625
O17,8,17,-2,0,7.9389e-06
O18,8,18,-2,0,0.00010077
O19,8,19,-2,0,6.4612999999999995e-22
F17,0,17,-2,0,8.808700000000001e-24
F18,0,18,-2,0,1.5909e-09
F19,0,19,-2,0,6.8675e-08
F20,0,20,-2,0,1.5548e-20
Ne20,10,20,-2,0,0.46908
Ne21,10,21,-2,0,9.997e-05
Ne22,10,22,-2,0,0.00094697
Ne23,10,23,-2,0,1.8685e-16
Na21,11,21,-2,0,3.2277e-15
Na22,11,22,-2,0,3.3598e-06
Na23,11,23,-2,0,0.0025008
Na24,11,24,-2,0,2.3674e-07
Mg23,12,23,-2,0,1.5048e-13
Mg24,12,24,-2,0,0.10793
Mg25,12,25,-2,0,0.0012391
Mg26,12,26,-2,0,0.0020391
Mg27,12,27,-2,0,7.4173e-12
Al25,13,25,-2,0,3.1867e-18
Al26,13,26,-2,0,5.4286e-05
Al27,13,27,-2,0,0.0041224
Al28,13,28,-2,0,8.2959e-12
Si27,14,27,-2,0,8.9085e-17
Si28,14,28,-2,0,0.10731
Si29,14,29,-2,0,0.0009059
Si30,14,30,-2,0,0.00095571
Si31,14,31,-2,0,3.129e-09
Si32,14,32,-2,0,2.127e-10
P29,15,29,-2,0,2.1599000000000002e-20
P30,15,30,-2,0,2.696e-11
P31,15,31,-2,0,0.00031361
P32,15,32,-2,0,1.6073e-07
P33,15,33,-2,0,5.0209e-08
P34,15,34,-2,0,2.4565e-20
S31,16,31,-2,0,1.8759e-20
S32,16,32,-2,0,0.029287
S33,16,33,-2,0,0.00018723
S34,16,34,-2,0,0.00053061
S35,16,35,-2,0,2.492e-08
S36,16,36,-2,0,3.9821e-08
S37,16,37,-2,0,5.8064e-19
Cl33,17,33,-2,0,5.5572e-25
Cl34,17,34,-2,0,2.2929e-25
Cl35,17,35,-2,0,4.7817e-05
Cl36,17,36,-2,0,1.5011e-07
Cl37,17,37,-2,0,9.4286e-07
Cl38,17,38,-2,0,1.6416e-13
Ar36,18,36,-2,0,0.0050437
Ar37,18,37,-2,0,1.1397e-05
Ar38,18,38,-2,0,0.0002058
Ar39,18,39,-2,0,1.1059e-08
Ar40,18,40,-2,0,8.6995e-09
Ar41,18,41,-2,0,1.096e-13
K37,19,37,-2,0,2.8862e-34
K38,19,38,-2,0,8.854e-13
K39,19,39,-2,0,3.5477e-05
K40,19,40,-2,0,2.3092e-08
K41,19,41,-2,0,5.6629e-08
K42,19,42,-2,0,9.8152e-11
Ca40,20,40,-2,0,0.0042878
Ca41,20,41,-2,0,2.929e-06
Ca42,20,42,-2,0,6.0317e-06
Ca43,20,43,-2,0,1.4617e-07
Ca44,20,44,-2,0,6.1033e-07
Ca45,20,45,-2,0,1.8294e-09
Ca46,20,46,-2,0,1.2417e-09
Ca47,20,47,-2,0,6.1523e-13
Ca48,20,48,-2,0,5.5577e-08
Ca49,20,49,-2,0,9.271e-18
Sc41,21,41,-2,0,1.1514e-51
Sc42,21,42,-2,0,8.705799999999999e-43
Sc43,21,43,-2,0,2.3698e-08
Sc44,21,44,-2,0,6.9561e-10
Sc45,21,45,-2,0,1.3108e-07
Sc46,21,46,-2,0,9.8154e-10
Sc47,21,47,-2,0,3.5813e-11
Sc48,21,48,-2,0,1.3294e-10
Sc49,21,49,-2,0,2.5927e-13
Ti44,22,44,-2,0,2.0255e-05
Ti45,22,45,-2,0,3.3374e-08
Ti46,22,46,-2,0,3.975e-06
Ti47,22,47,-2,0,4.1422e-07
Ti48,22,48,-2,0,7.5339e-07
Ti49,22,49,-2,0,1.0429e-07
