property,property,property,property,0,0,0,1,1,1,1,1,1
name,FeH,N,fitness,model,age,offset,mass,metallicity,rotation,explosion,remnant,offset
J1520+5500,-2.18,20,4.919993955775557,4,2.7379092627716654e-12,3.689363925474254e-09,25.0,1.0,150.0,3,2.832676263045297,0.0013668704934123865
J1523+0714,-2.63,23,3.7593168946616498,101,13.000000000002737,1.2920086667200792e-09,30.0,0.1,150.0,4,25.89694886927741,0.01563289328163131
J1548+2113,-2.33,19,14.352562463079613,74,13.000000000002737,1.7025528764591513e-09,13.0,0.01,150.0,3,2.1078892357123067,0.001388257838678797
J1551+2040,-2.48,20,15.618241529029262,93,2.7379092627716654e-12,1.1094490287577585e-07,120.0,0.01,150.0,3,72.2947401359666,0.37284567628640436
J1604+1305,-2.15,22,6.597599834859271,33,13.000000000002737,2.1441871611571628e-08,20.0,0.001,300.0,3,2.828076320581907,0.0025788493775391053
J1612-0207,-2.14,20,3.3524584166082687,61,13.000000000002737,1.2996025700040548e-08,30.0,0.1,150.0,2,25.89694886927741,0.07278314146117804
J1634+0206,-2.15,20,6.42998230363314,74,2.7379092627716654e-12,6.946058839218949e-09,13.0,1.0,150.0,3,2.2510626720428757,0.001422981971739512
J1640+1550,-2.89,20,3.8919348417579887,101,13.000000000002737,2.6651353346451856e-10,40.0,0.01,300.0,4,22.941127674545534,0.12478457380597546
J1641+0334,-3.26,14,3.004632993342564,3,2.7379092627716654e-12,2.9061672512931125e-09,13.0,1.0,150.0,3,2.2510626720428757,0.0001474265616717152
J1650+4313,-3.02,18,6.082957446417983,2,2.7379092627716654e-12,5.378451573001541e-10,25.0,1.0,150.0,3,2.832676263045297,0.00020762461031886836
J1657+3443,-2.6,22,4.116879978845679,2,2.7379092627716654e-12,6.697914445297215e-10,20.0,1.0,150.0,3,2.9312148875955053,0.00047403432830989134
J1702+1732,-2.29,19,5.492093752673506,4,2.7379092627716654e-12,1.981392938610327e-09,20.0,1.0,150.0,3,2.9312148875955053,0.0008888444444753452
J1717+2449,-2.45,24,6.859734670190578,33,13.000000000002737,6.5001594662383866e-09,20.0,0.001,300.0,3,2.828076320581907,0.0013388610187392014
J1719+1358,-2.77,21,6.143717641567629,74,2.7379092627716654e-12,1.557003748153818e-09,20.0,1.0,150.0,3,2.9312148875955053,0.00035393601123240304
J1730+4143,-2.5,21,7.652466223565706,1,2.7379092627716654e-12,6.53506526671066e-10,20.0,1.0,150.0,3,2.9312148875955053,0.000599192803348636
J1745+5410,-2.03,21,3.132089162927992,33,13.000000000002737,4.342259773970625e-09,30.0,0.1,150.0,4,25.89694886927741,0.0793302086547637
J1833+1309,-2.64,15,2.7765259397014725,33,2.7379092627716654e-12,2.250153119387477e-09,25.0,1.0,150.0,3,2.832676263045297,0.0005672012638319734
J2114-0616,-2.55,24,9.772397598429503,3,13.000000000002737,8.317899924392691e-09,30.0,0.1,150.0,4,25.89694886927741,0.02562526316468805
J2159+0308,-2.83,22,1.8194074276737144,101,13.000000000002737,1.0732311150896123e-09,120.0,0.01,150.0,4,72.2947401359666,0.12928742458058412
J2211+0454,-0.63,21,7.00545294754654,3,13.000000000002737,1.6556124218802815e-06,120.0,1.0,150.0,3,5.641861755526051,0.09924881057693186
J2216+0246,-2.56,22,6.175256525196535,33,13.000000000002737,1.092740786745594e-09,30.0,0.1,150.0,2,25.89694886927741,0.026503325016791923
J2256+0215,-2.27,25,6.25651513638614,4,13.000000000002737,5.482536147294326e-09,120.0,1.0,300.0,3,4.080741300373234,0.002368517400791248
J2257+3859,-2.65,21,14.667070244152994,74,13.000000000002737,1.0264748051547201e-08,20.0,0.001,300.0,3,2.828076320581907,0.000901897923417383
J2333+0505,-2.43,18,8.687404237099365,101,2.7379092627716654e-12,2.508343199814078e-09,13.0,1.0,150.0,3,2.2510626720428757,0.0006662574954700573
J2347+2851,-2.36,22,6.418240620863778,74,2.7379092627716654e-12,4.237677708740506e-09,25.0,1.0,150.0,3,2.832676263045297,0.0007887349757087492
J2349+3119,-2.01,22,8.076679832247008,2,1.0000000000027378,2.281666799941462e-09,13.0,1.0,150.0,3,2.2510626720428757,0.0016834410119750953
